srcStateName,srcYear,srcMonth,Settlement of Integrated goods and services tax ( IGST ),YearCode,Year,MonthCode,Month
Gujarat,2018-19,Dec - 2018,554.8232955,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018"
Punjab,2018-19,Dec - 2018,510.330392,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018"
Andaman and Nicobar Islands,2018-19,Dec - 2018,12.6709734,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018"
Telangana,2018-19,Dec - 2018,827.1639688,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018"
Jharkhand,2018-19,Dec - 2018,213.4896252,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018"
Andhra Pradesh,2018-19,Dec - 2018,789.9433248,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018"
Jammu and Kashmir,2018-19,Dec - 2018,233.1493738,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018"
Himachal Pradesh,2018-19,Dec - 2018,115.7950392,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018"
Haryana,2018-19,Dec - 2018,411.3936931,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018"
Chhattisgarh,2018-19,Dec - 2018,178.9990192,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018"
Madhya Pradesh,2018-19,Dec - 2018,790.4252095,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018"
Goa,2018-19,Dec - 2018,50.9360848,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018"
Lakshadweep,2018-19,Dec - 2018,0.4544373,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018"
Kerala,2018-19,Dec - 2018,816.8573629,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018"
Tamil Nadu,2018-19,Dec - 2018,992.6930715,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018"
Puducherry,2018-19,Dec - 2018,31.6871325,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018"
West Bengal,2018-19,Dec - 2018,701.0985132,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018"
Assam,2018-19,Dec - 2018,341.6864781,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018"
Meghalaya,2018-19,Dec - 2018,42.322012,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018"
Tripura,2018-19,Dec - 2018,48.2490332,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018"
Mizoram,2018-19,Dec - 2018,25.3643987,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018"
Manipur,2018-19,Dec - 2018,42.3639145,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018"
Nagaland,2018-19,Dec - 2018,30.0202076,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018"
Arunachal Pradesh,2018-19,Dec - 2018,25.2326761,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018"
Sikkim,2018-19,Dec - 2018,13.8239678,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018"
Bihar,2018-19,Dec - 2018,706.1889646,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018"
Andhra Pradesh,2020-21,Feb - 2021,768.539722758,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021"
Ladakh,2020-21,Feb - 2021,6.143815317,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021"
Gujarat,2020-21,Feb - 2021,788.949769146,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021"
Daman and Diu,2020-21,Feb - 2021,0.21754027,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021"
Dadra and Nagar Haveli,2020-21,Feb - 2021,37.675963832,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021"
Maharashtra,2020-21,Feb - 2021,2006.223175457,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021"
Karnataka,2020-21,Feb - 2021,1445.051412217,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021"
Goa,2020-21,Feb - 2021,80.205078917,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021"
Lakshadweep,2020-21,Feb - 2021,2.050417339,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021"
Kerala,2020-21,Feb - 2021,1017.786143805,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021"
Tamil Nadu,2020-21,Feb - 2021,946.81177173,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021"
Puducherry,2020-21,Feb - 2021,36.773733552,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021"
Andaman and Nicobar Islands,2020-21,Feb - 2021,20.329164332,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021"
Telangana,2020-21,Feb - 2021,1116.643556238,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021"
Telangana,2018-19,Jan - 2019,794.8094852,2019,"Calendar Year (Jan - Dec), 2019",201901,"January, 2019"
Andaman and Nicobar Islands,2018-19,Jan - 2019,17.3860792,2019,"Calendar Year (Jan - Dec), 2019",201901,"January, 2019"
Puducherry,2018-19,Jan - 2019,28.9540267,2019,"Calendar Year (Jan - Dec), 2019",201901,"January, 2019"
Tamil Nadu,2018-19,Jan - 2019,1047.3721694,2019,"Calendar Year (Jan - Dec), 2019",201901,"January, 2019"
Kerala,2018-19,Jan - 2019,862.2990815,2019,"Calendar Year (Jan - Dec), 2019",201901,"January, 2019"
Lakshadweep,2018-19,Jan - 2019,0.7441084,2019,"Calendar Year (Jan - Dec), 2019",201901,"January, 2019"
Goa,2018-19,Jan - 2019,68.4532145,2019,"Calendar Year (Jan - Dec), 2019",201901,"January, 2019"
Karnataka,2018-19,Jan - 2019,1111.6379458,2019,"Calendar Year (Jan - Dec), 2019",201901,"January, 2019"
Maharashtra,2018-19,Jan - 2019,1716.9328912,2019,"Calendar Year (Jan - Dec), 2019",201901,"January, 2019"
Dadra and Nagar Haveli,2018-19,Jan - 2019,-10.1543078,2019,"Calendar Year (Jan - Dec), 2019",201901,"January, 2019"
Daman and Diu,2018-19,Jan - 2019,-1.8765489,2019,"Calendar Year (Jan - Dec), 2019",201901,"January, 2019"
Gujarat,2018-19,Jan - 2019,426.1356998,2019,"Calendar Year (Jan - Dec), 2019",201901,"January, 2019"
Madhya Pradesh,2018-19,Jan - 2019,751.4803074,2019,"Calendar Year (Jan - Dec), 2019",201901,"January, 2019"
Chhattisgarh,2018-19,Jan - 2019,65.8462367,2019,"Calendar Year (Jan - Dec), 2019",201901,"January, 2019"
Odisha,2018-19,Jan - 2019,287.8008642,2019,"Calendar Year (Jan - Dec), 2019",201901,"January, 2019"
Jharkhand,2018-19,Jan - 2019,186.2505867,2019,"Calendar Year (Jan - Dec), 2019",201901,"January, 2019"
West Bengal,2018-19,Jan - 2019,854.3566308,2019,"Calendar Year (Jan - Dec), 2019",201901,"January, 2019"
Meghalaya,2018-19,Jan - 2019,31.9438953,2019,"Calendar Year (Jan - Dec), 2019",201901,"January, 2019"
Karnataka,2019-20,Jan - 2020,1471,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020"
Uttar Pradesh,2019-20,Jan - 2020,2223,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020"
Bihar,2019-20,Jan - 2020,823,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020"
Sikkim,2019-20,Jan - 2020,17,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020"
Arunachal Pradesh,2019-20,Jan - 2020,52,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020"
Nagaland,2019-20,Jan - 2020,46,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020"
Manipur,2019-20,Jan - 2020,50,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020"
Mizoram,2019-20,Jan - 2020,34,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020"
Tripura,2019-20,Jan - 2020,49,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020"
Meghalaya,2019-20,Jan - 2020,51,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020"
Assam,2019-20,Jan - 2020,337,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020"
West Bengal,2019-20,Jan - 2020,897,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020"
Jharkhand,2019-20,Jan - 2020,268,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020"
Odisha,2019-20,Jan - 2020,408,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020"
Chhattisgarh,2019-20,Jan - 2020,167,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020"
Madhya Pradesh,2019-20,Jan - 2020,870,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020"
Gujarat,2019-20,Jan - 2020,656,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020"
Daman and Diu,2019-20,Jan - 2020,0,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020"
Dadra and Nagar Haveli,2019-20,Jan - 2020,10,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020"
Maharashtra,2019-20,Jan - 2020,2203,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020"
Jammu and Kashmir,2019-20,Jan - 2020,273,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020"
Himachal Pradesh,2019-20,Jan - 2020,140,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020"
Punjab,2019-20,Jan - 2020,625,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020"
Chandigarh,2019-20,Jan - 2020,86,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020"
Uttarakhand,2019-20,Jan - 2020,109,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020"
Haryana,2019-20,Jan - 2020,400,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020"
Delhi,2019-20,Jan - 2020,1057,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020"
Rajasthan,2019-20,Jan - 2020,838,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020"
Goa,2019-20,Jan - 2020,133,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020"
Lakshadweep,2019-20,Jan - 2020,1,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020"
Kerala,2019-20,Jan - 2020,817,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020"
Tamil Nadu,2019-20,Jan - 2020,1099,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020"
Puducherry,2019-20,Jan - 2020,31,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020"
Andaman and Nicobar Islands,2019-20,Jan - 2020,18,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020"
Telangana,2019-20,Jan - 2020,964,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020"
Andhra Pradesh,2019-20,Jan - 2020,963,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020"
Delhi,2020-21,Jan - 2021,562.665379519,2021,"Calendar Year (Jan - Dec), 2021",202101,"January, 2021"
Haryana,2020-21,Jan - 2021,640.137751964,2021,"Calendar Year (Jan - Dec), 2021",202101,"January, 2021"
Uttarakhand,2020-21,Jan - 2021,110.355268239,2021,"Calendar Year (Jan - Dec), 2021",202101,"January, 2021"
Chandigarh,2020-21,Jan - 2021,72.728780466,2021,"Calendar Year (Jan - Dec), 2021",202101,"January, 2021"
Punjab,2020-21,Jan - 2021,619.657995701,2021,"Calendar Year (Jan - Dec), 2021",202101,"January, 2021"
Himachal Pradesh,2020-21,Jan - 2021,183.702718143,2021,"Calendar Year (Jan - Dec), 2021",202101,"January, 2021"
Jammu and Kashmir,2020-21,Jan - 2021,290.923992,2021,"Calendar Year (Jan - Dec), 2021",202101,"January, 2021"
Rajasthan,2020-21,Jan - 2021,939.323311724,2021,"Calendar Year (Jan - Dec), 2021",202101,"January, 2021"
Ladakh,2020-21,Jan - 2021,12.598902528,2021,"Calendar Year (Jan - Dec), 2021",202101,"January, 2021"
Andhra Pradesh,2020-21,Jan - 2021,1007.406540567,2021,"Calendar Year (Jan - Dec), 2021",202101,"January, 2021"
Telangana,2020-21,Jan - 2021,1137.483742496,2021,"Calendar Year (Jan - Dec), 2021",202101,"January, 2021"
Andaman and Nicobar Islands,2020-21,Jan - 2021,20.189540556,2021,"Calendar Year (Jan - Dec), 2021",202101,"January, 2021"
Puducherry,2020-21,Jan - 2021,40.029075279,2021,"Calendar Year (Jan - Dec), 2021",202101,"January, 2021"
Tamil Nadu,2020-21,Jan - 2021,1488.955024931,2021,"Calendar Year (Jan - Dec), 2021",202101,"January, 2021"
Kerala,2020-21,Jan - 2021,1002.747009563,2021,"Calendar Year (Jan - Dec), 2021",202101,"January, 2021"
Lakshadweep,2020-21,Jan - 2021,1.956812654,2021,"Calendar Year (Jan - Dec), 2021",202101,"January, 2021"
Goa,2020-21,Jan - 2021,88.832982332,2021,"Calendar Year (Jan - Dec), 2021",202101,"January, 2021"
Karnataka,2020-21,Jan - 2021,1505.306866826,2021,"Calendar Year (Jan - Dec), 2021",202101,"January, 2021"
Maharashtra,2020-21,Jan - 2021,1792.987802893,2021,"Calendar Year (Jan - Dec), 2021",202101,"January, 2021"
Dadra and Nagar Haveli,2020-21,Jan - 2021,18.629576259,2021,"Calendar Year (Jan - Dec), 2021",202101,"January, 2021"
Daman and Diu,2020-21,Jan - 2021,0.763790877,2021,"Calendar Year (Jan - Dec), 2021",202101,"January, 2021"
Gujarat,2020-21,Jan - 2021,748.644730242,2021,"Calendar Year (Jan - Dec), 2021",202101,"January, 2021"
Madhya Pradesh,2020-21,Jan - 2021,837.875325673,2021,"Calendar Year (Jan - Dec), 2021",202101,"January, 2021"
Chhattisgarh,2020-21,Jan - 2021,181.136141514,2021,"Calendar Year (Jan - Dec), 2021",202101,"January, 2021"
Odisha,2020-21,Jan - 2021,516.117390588,2021,"Calendar Year (Jan - Dec), 2021",202101,"January, 2021"
Jharkhand,2020-21,Jan - 2021,256.890888432,2021,"Calendar Year (Jan - Dec), 2021",202101,"January, 2021"
West Bengal,2020-21,Jan - 2021,1029.190026194,2021,"Calendar Year (Jan - Dec), 2021",202101,"January, 2021"
Assam,2020-21,Jan - 2021,483.792520823,2021,"Calendar Year (Jan - Dec), 2021",202101,"January, 2021"
Meghalaya,2020-21,Jan - 2021,53.600941831,2021,"Calendar Year (Jan - Dec), 2021",202101,"January, 2021"
Tripura,2020-21,Jan - 2021,60.182866243,2021,"Calendar Year (Jan - Dec), 2021",202101,"January, 2021"
Mizoram,2020-21,Jan - 2021,42.885414974,2021,"Calendar Year (Jan - Dec), 2021",202101,"January, 2021"
Manipur,2020-21,Jan - 2021,71.914097342,2021,"Calendar Year (Jan - Dec), 2021",202101,"January, 2021"
Nagaland,2020-21,Jan - 2021,49.498824833,2021,"Calendar Year (Jan - Dec), 2021",202101,"January, 2021"
Arunachal Pradesh,2020-21,Jan - 2021,64.518101801,2021,"Calendar Year (Jan - Dec), 2021",202101,"January, 2021"
Sikkim,2020-21,Jan - 2021,27.546195,2021,"Calendar Year (Jan - Dec), 2021",202101,"January, 2021"
Bihar,2020-21,Jan - 2021,1027.555076961,2021,"Calendar Year (Jan - Dec), 2021",202101,"January, 2021"
Uttar Pradesh,2020-21,Jan - 2021,2365.827357737,2021,"Calendar Year (Jan - Dec), 2021",202101,"January, 2021"
Mizoram,2021-22,Jan - 2022,63.65246645,2022,"Calendar Year (Jan - Dec), 2022",202201,"January, 2022"
Tripura,2021-22,Jan - 2022,85.197781435,2022,"Calendar Year (Jan - Dec), 2022",202201,"January, 2022"
Meghalaya,2021-22,Jan - 2022,81.280005628,2022,"Calendar Year (Jan - Dec), 2022",202201,"January, 2022"
Assam,2021-22,Jan - 2022,558.215002116,2022,"Calendar Year (Jan - Dec), 2022",202201,"January, 2022"
West Bengal,2021-22,Jan - 2022,1125.704829376,2022,"Calendar Year (Jan - Dec), 2022",202201,"January, 2022"
Jharkhand,2021-22,Jan - 2022,247.316801976,2022,"Calendar Year (Jan - Dec), 2022",202201,"January, 2022"
Odisha,2021-22,Jan - 2022,316.448763333,2022,"Calendar Year (Jan - Dec), 2022",202201,"January, 2022"
Chhattisgarh,2021-22,Jan - 2022,175.313990502,2022,"Calendar Year (Jan - Dec), 2022",202201,"January, 2022"
Madhya Pradesh,2021-22,Jan - 2022,1111.421335286,2022,"Calendar Year (Jan - Dec), 2022",202201,"January, 2022"
Gujarat,2021-22,Jan - 2022,1408.8364389,2022,"Calendar Year (Jan - Dec), 2022",202201,"January, 2022"
Daman and Diu,2021-22,Jan - 2022,0.267088945,2022,"Calendar Year (Jan - Dec), 2022",202201,"January, 2022"
Dadra and Nagar Haveli,2021-22,Jan - 2022,13.428919445,2022,"Calendar Year (Jan - Dec), 2022",202201,"January, 2022"
Maharashtra,2021-22,Jan - 2022,3330.67757866,2022,"Calendar Year (Jan - Dec), 2022",202201,"January, 2022"
Karnataka,2021-22,Jan - 2022,1875.229906875,2022,"Calendar Year (Jan - Dec), 2022",202201,"January, 2022"
Goa,2021-22,Jan - 2022,122.817877605,2022,"Calendar Year (Jan - Dec), 2022",202201,"January, 2022"
Lakshadweep,2021-22,Jan - 2022,1.873360377,2022,"Calendar Year (Jan - Dec), 2022",202201,"January, 2022"
Kerala,2021-22,Jan - 2022,1199.761468385,2022,"Calendar Year (Jan - Dec), 2022",202201,"January, 2022"
Puducherry,2021-22,Jan - 2022,46.312125357,2022,"Calendar Year (Jan - Dec), 2022",202201,"January, 2022"
Andaman and Nicobar Islands,2021-22,Jan - 2022,24.23577128,2022,"Calendar Year (Jan - Dec), 2022",202201,"January, 2022"
Telangana,2021-22,Jan - 2022,1254.340765103,2022,"Calendar Year (Jan - Dec), 2022",202201,"January, 2022"
Andhra Pradesh,2021-22,Jan - 2022,1173.440828729,2022,"Calendar Year (Jan - Dec), 2022",202201,"January, 2022"
Ladakh,2021-22,Jan - 2022,19.578151161,2022,"Calendar Year (Jan - Dec), 2022",202201,"January, 2022"
Jammu and Kashmir,2021-22,Feb - 2022,304.340633362,2022,"Calendar Year (Jan - Dec), 2022",202202,"February, 2022"
Himachal Pradesh,2021-22,Feb - 2022,169.668184844,2022,"Calendar Year (Jan - Dec), 2022",202202,"February, 2022"
Punjab,2021-22,Feb - 2022,790.153941952,2022,"Calendar Year (Jan - Dec), 2022",202202,"February, 2022"
Chandigarh,2021-22,Feb - 2022,88.049452377,2022,"Calendar Year (Jan - Dec), 2022",202202,"February, 2022"
Uttarakhand,2021-22,Feb - 2022,204.853345919,2022,"Calendar Year (Jan - Dec), 2022",202202,"February, 2022"
Haryana,2021-22,Feb - 2022,724.894983379,2022,"Calendar Year (Jan - Dec), 2022",202202,"February, 2022"
Delhi,2021-22,Feb - 2022,817.31172454,2022,"Calendar Year (Jan - Dec), 2022",202202,"February, 2022"
Rajasthan,2021-22,Feb - 2022,1208.146060658,2022,"Calendar Year (Jan - Dec), 2022",202202,"February, 2022"
Uttar Pradesh,2021-22,Feb - 2022,2777.030548129,2022,"Calendar Year (Jan - Dec), 2022",202202,"February, 2022"
Bihar,2021-22,Feb - 2022,1048.972749475,2022,"Calendar Year (Jan - Dec), 2022",202202,"February, 2022"
Tamil Nadu,2021-22,Jan - 2022,1533.361704016,2022,"Calendar Year (Jan - Dec), 2022",202201,"January, 2022"
Jammu and Kashmir,2021-22,Jan - 2022,405.974306203,2022,"Calendar Year (Jan - Dec), 2022",202201,"January, 2022"
Himachal Pradesh,2021-22,Jan - 2022,256.521663692,2022,"Calendar Year (Jan - Dec), 2022",202201,"January, 2022"
Punjab,2021-22,Jan - 2022,813.976837399,2022,"Calendar Year (Jan - Dec), 2022",202201,"January, 2022"
Chandigarh,2021-22,Jan - 2022,117.897506564,2022,"Calendar Year (Jan - Dec), 2022",202201,"January, 2022"
Uttarakhand,2021-22,Jan - 2022,179.378286121,2022,"Calendar Year (Jan - Dec), 2022",202201,"January, 2022"
Haryana,2021-22,Jan - 2022,9.25282585500006,2022,"Calendar Year (Jan - Dec), 2022",202201,"January, 2022"
Delhi,2021-22,Jan - 2022,1123.26658052,2022,"Calendar Year (Jan - Dec), 2022",202201,"January, 2022"
Rajasthan,2021-22,Jan - 2022,1336.733168754,2022,"Calendar Year (Jan - Dec), 2022",202201,"January, 2022"
Uttar Pradesh,2021-22,Jan - 2022,2771.142702466,2022,"Calendar Year (Jan - Dec), 2022",202201,"January, 2022"
Bihar,2021-22,Jan - 2022,1114.594325185,2022,"Calendar Year (Jan - Dec), 2022",202201,"January, 2022"
Sikkim,2021-22,Jan - 2022,39.883956531,2022,"Calendar Year (Jan - Dec), 2022",202201,"January, 2022"
Arunachal Pradesh,2021-22,Jan - 2022,82.050233661,2022,"Calendar Year (Jan - Dec), 2022",202201,"January, 2022"
Nagaland,2021-22,Jan - 2022,64.325262073,2022,"Calendar Year (Jan - Dec), 2022",202201,"January, 2022"
Manipur,2021-22,Jan - 2022,86.596845362,2022,"Calendar Year (Jan - Dec), 2022",202201,"January, 2022"
Uttar Pradesh,2018-19,Dec - 2018,1995.0490571,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018"
Rajasthan,2018-19,Dec - 2018,793.6544821,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018"
Uttarakhand,2018-19,Jul - 2018,3.589928,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018"
Jharkhand,2018-19,Jul - 2018,184.6294021,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018"
Goa,2018-19,Jul - 2018,58.2209162,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018"
Karnataka,2018-19,Jul - 2018,1186.4872354,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018"
Maharashtra,2018-19,Jul - 2018,1670.0955481,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018"
Dadra and Nagar Haveli,2018-19,Jul - 2018,0.7214933,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018"
Gujarat,2018-19,Jul - 2018,739.1578318,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018"
Madhya Pradesh,2018-19,Jul - 2018,805.1640569,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018"
Chhattisgarh,2018-19,Jul - 2018,206.7930175,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018"
Chandigarh,2018-19,Jul - 2018,68.8439899,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018"
Sikkim,2018-19,Jul - 2018,19.7864869,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018"
Himachal Pradesh,2018-19,Jul - 2018,108.2997529,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018"
Jammu and Kashmir,2018-19,Jul - 2018,217.7880078,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018"
Andhra Pradesh,2018-19,Jul - 2018,836.7231964,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018"
Telangana,2018-19,Jul - 2018,894.096601,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018"
Andaman and Nicobar Islands,2018-19,Jul - 2018,11.323343,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018"
Tamil Nadu,2018-19,Jul - 2018,1116.1659775,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018"
Arunachal Pradesh,2018-19,Jul - 2018,24.558019,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018"
Odisha,2018-19,Jul - 2018,390.3550974,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018"
Nagaland,2018-19,Jul - 2018,27.2504089,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018"
Kerala,2018-19,Jul - 2018,848.4387648,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018"
Manipur,2018-19,Jul - 2018,47.873457,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018"
Mizoram,2018-19,Jul - 2018,28.545005,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018"
Tripura,2018-19,Jul - 2018,49.6665831,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018"
Meghalaya,2018-19,Jul - 2018,38.4806982,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018"
West Bengal,2018-19,Jul - 2018,896.4697389,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018"
Lakshadweep,2018-19,Jul - 2018,1.8161044,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018"
Daman and Diu,2018-19,Jul - 2018,-2.9138513,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018"
Bihar,2018-19,Jul - 2018,737.1209273,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018"
Uttar Pradesh,2018-19,Jul - 2018,1865.6780974,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018"
Rajasthan,2018-19,Jul - 2018,816.2348046,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018"
Punjab,2018-19,Jul - 2018,503.5001097,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018"
Assam,2018-19,Jul - 2018,346.3662642,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018"
Puducherry,2018-19,Jul - 2018,31.1114672,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018"
Delhi,2018-19,Jul - 2018,569.4420121,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018"
Haryana,2018-19,Jul - 2018,401.4700484,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018"
Lakshadweep,2018-19,Jun - 2018,0.778403,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Himachal Pradesh,2018-19,Jun - 2018,120.3761358,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Manipur,2018-19,Jun - 2018,35.2992529,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Sikkim,2018-19,Jun - 2018,15.3343435,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Arunachal Pradesh,2018-19,Jun - 2018,33.3908369,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Nagaland,2018-19,Jun - 2018,26.5167231,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Mizoram,2018-19,Jun - 2018,24.2266992,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Tripura,2018-19,Jun - 2018,43.3662601,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Meghalaya,2018-19,Jun - 2018,35.0414609,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
West Bengal,2018-19,Jun - 2018,819.7338726,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Karnataka,2018-19,Jun - 2018,1168.4572123,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Dadra and Nagar Haveli,2018-19,Jun - 2018,11.6252076,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Daman and Diu,2018-19,Jun - 2018,2.9973728,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Gujarat,2018-19,Jun - 2018,615.0573104,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Madhya Pradesh,2018-19,Jun - 2018,736.5195793,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
Chhattisgarh,2018-19,Jun - 2018,147.7869552,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018"
