srcStateName,srcYear,srcMonth,Settlement of Integrated goods and services tax ( IGST ),YearCode,Year,MonthCode,Month
Daman and Diu,2017-18,Feb - 2018,4.2081172,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
Gujarat,2017-18,Feb - 2018,690.3083574,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
Chhattisgarh,2017-18,Feb - 2018,169.1019107,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
Odisha,2017-18,Feb - 2018,314.071834,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
Jharkhand,2017-18,Feb - 2018,168.4492922,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
West Bengal,2017-18,Feb - 2018,648.2685339,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
Assam,2017-18,Feb - 2018,311.6080085,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
Meghalaya,2017-18,Feb - 2018,32.4356094,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
Tripura,2017-18,Feb - 2018,45.5128238,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
Mizoram,2017-18,Feb - 2018,26.2002929,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
Manipur,2017-18,Feb - 2018,41.1742725,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
Nagaland,2017-18,Feb - 2018,23.126357,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
Arunachal Pradesh,2017-18,Feb - 2018,22.9144016,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
Sikkim,2017-18,Feb - 2018,10.2224175,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
Bihar,2017-18,Feb - 2018,549.8922631,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
Uttar Pradesh,2017-18,Feb - 2018,1581.4593474,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
Rajasthan,2017-18,Feb - 2018,672.8339427,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
Delhi,2017-18,Feb - 2018,509.6861896,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
Haryana,2017-18,Feb - 2018,402.4962071,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
Uttarakhand,2017-18,Feb - 2018,23.0583717,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
Chandigarh,2017-18,Feb - 2018,56.8274966,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
Punjab,2017-18,Feb - 2018,498.9236344,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
Himachal Pradesh,2017-18,Feb - 2018,89.3946239,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
Jammu and Kashmir,2017-18,Feb - 2018,180.3924607,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
Jammu and Kashmir,2018-19,Feb - 2019,167.368905841,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
Andhra Pradesh,2018-19,Feb - 2019,944.73972002,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
Telangana,2018-19,Feb - 2019,934.764184908,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
Andaman and Nicobar Islands,2018-19,Feb - 2019,19.164750152,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
Puducherry,2018-19,Feb - 2019,26.637616369,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
Tamil Nadu,2018-19,Feb - 2019,966.412253699,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
Kerala,2018-19,Feb - 2019,845.72093125,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
Lakshadweep,2018-19,Feb - 2019,1.255948943,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
Goa,2018-19,Feb - 2019,93.79546321,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
Karnataka,2018-19,Feb - 2019,1212.717497759,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
Maharashtra,2018-19,Feb - 2019,2075.866836224,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
Dadra and Nagar Haveli,2018-19,Feb - 2019,-0.300140561999998,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
Daman and Diu,2018-19,Feb - 2019,0.336898390999999,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
Gujarat,2018-19,Feb - 2019,627.6491454,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
Madhya Pradesh,2018-19,Feb - 2019,753.476119314,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
Chhattisgarh,2018-19,Feb - 2019,184.533170754,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
Odisha,2018-19,Feb - 2019,260.397331521,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
Jharkhand,2018-19,Feb - 2019,212.752169092,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
West Bengal,2018-19,Feb - 2019,818.22061362,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
Assam,2018-19,Feb - 2019,334.66667203,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
Meghalaya,2018-19,Feb - 2019,32.599800608,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
Tripura,2018-19,Feb - 2019,45.016901798,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
Mizoram,2018-19,Feb - 2019,24.215895002,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
Manipur,2018-19,Feb - 2019,42.911170175,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
Nagaland,2018-19,Feb - 2019,28.366080574,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
Arunachal Pradesh,2018-19,Feb - 2019,34.811960329,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
Sikkim,2018-19,Feb - 2019,16.289463367,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
Bihar,2018-19,Feb - 2019,702.679457227,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
Uttar Pradesh,2018-19,Feb - 2019,1843.5621703,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
Rajasthan,2018-19,Feb - 2019,864.400742558,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
Delhi,2018-19,Feb - 2019,633.638460176,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
Haryana,2018-19,Feb - 2019,364.233887928,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
Uttarakhand,2018-19,Feb - 2019,-48.008395976,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
Chandigarh,2018-19,Feb - 2019,68.690290554,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
Punjab,2018-19,Feb - 2019,512.907797568,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
Himachal Pradesh,2018-19,Feb - 2019,100.176648125,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
Jammu and Kashmir,2019-20,Feb - 2020,255.5,2020,"Calendar Year (Jan - Dec), 2020",202002,"February, 2020"
Andhra Pradesh,2019-20,Feb - 2020,903.3,2020,"Calendar Year (Jan - Dec), 2020",202002,"February, 2020"
Telangana,2019-20,Feb - 2020,842.3,2020,"Calendar Year (Jan - Dec), 2020",202002,"February, 2020"
Andaman and Nicobar Islands,2019-20,Feb - 2020,16.8,2020,"Calendar Year (Jan - Dec), 2020",202002,"February, 2020"
Puducherry,2019-20,Feb - 2020,32.2,2020,"Calendar Year (Jan - Dec), 2020",202002,"February, 2020"
Tamil Nadu,2019-20,Feb - 2020,1015.2,2020,"Calendar Year (Jan - Dec), 2020",202002,"February, 2020"
Kerala,2019-20,Feb - 2020,807.8,2020,"Calendar Year (Jan - Dec), 2020",202002,"February, 2020"
Lakshadweep,2019-20,Feb - 2020,1.6,2020,"Calendar Year (Jan - Dec), 2020",202002,"February, 2020"
Goa,2019-20,Feb - 2020,75.3,2020,"Calendar Year (Jan - Dec), 2020",202002,"February, 2020"
Karnataka,2019-20,Feb - 2020,1382.7,2020,"Calendar Year (Jan - Dec), 2020",202002,"February, 2020"
Maharashtra,2019-20,Feb - 2020,1909,2020,"Calendar Year (Jan - Dec), 2020",202002,"February, 2020"
Dadra and Nagar Haveli,2019-20,Feb - 2020,12.1,2020,"Calendar Year (Jan - Dec), 2020",202002,"February, 2020"
Daman and Diu,2019-20,Feb - 2020,3.1,2020,"Calendar Year (Jan - Dec), 2020",202002,"February, 2020"
Gujarat,2019-20,Feb - 2020,674.6,2020,"Calendar Year (Jan - Dec), 2020",202002,"February, 2020"
Madhya Pradesh,2019-20,Feb - 2020,815.8,2020,"Calendar Year (Jan - Dec), 2020",202002,"February, 2020"
Chhattisgarh,2019-20,Feb - 2020,136.2,2020,"Calendar Year (Jan - Dec), 2020",202002,"February, 2020"
Odisha,2019-20,Feb - 2020,398.7,2020,"Calendar Year (Jan - Dec), 2020",202002,"February, 2020"
Jharkhand,2019-20,Feb - 2020,197.9,2020,"Calendar Year (Jan - Dec), 2020",202002,"February, 2020"
West Bengal,2019-20,Feb - 2020,784,2020,"Calendar Year (Jan - Dec), 2020",202002,"February, 2020"
Assam,2019-20,Feb - 2020,357.2,2020,"Calendar Year (Jan - Dec), 2020",202002,"February, 2020"
Meghalaya,2019-20,Feb - 2020,53,2020,"Calendar Year (Jan - Dec), 2020",202002,"February, 2020"
Tripura,2019-20,Feb - 2020,51.1,2020,"Calendar Year (Jan - Dec), 2020",202002,"February, 2020"
Mizoram,2019-20,Feb - 2020,37.5,2020,"Calendar Year (Jan - Dec), 2020",202002,"February, 2020"
Manipur,2019-20,Feb - 2020,55.5,2020,"Calendar Year (Jan - Dec), 2020",202002,"February, 2020"
Nagaland,2019-20,Feb - 2020,37.9,2020,"Calendar Year (Jan - Dec), 2020",202002,"February, 2020"
Arunachal Pradesh,2019-20,Feb - 2020,47.1,2020,"Calendar Year (Jan - Dec), 2020",202002,"February, 2020"
Sikkim,2019-20,Feb - 2020,20.2,2020,"Calendar Year (Jan - Dec), 2020",202002,"February, 2020"
Bihar,2019-20,Feb - 2020,812.9,2020,"Calendar Year (Jan - Dec), 2020",202002,"February, 2020"
Uttar Pradesh,2019-20,Feb - 2020,2029.5,2020,"Calendar Year (Jan - Dec), 2020",202002,"February, 2020"
Rajasthan,2019-20,Feb - 2020,765.5,2020,"Calendar Year (Jan - Dec), 2020",202002,"February, 2020"
Delhi,2019-20,Feb - 2020,645.4,2020,"Calendar Year (Jan - Dec), 2020",202002,"February, 2020"
Haryana,2019-20,Feb - 2020,429.7,2020,"Calendar Year (Jan - Dec), 2020",202002,"February, 2020"
Uttarakhand,2019-20,Feb - 2020,94.5,2020,"Calendar Year (Jan - Dec), 2020",202002,"February, 2020"
Chandigarh,2019-20,Feb - 2020,71.5,2020,"Calendar Year (Jan - Dec), 2020",202002,"February, 2020"
Punjab,2019-20,Feb - 2020,619.7,2020,"Calendar Year (Jan - Dec), 2020",202002,"February, 2020"
Himachal Pradesh,2019-20,Feb - 2020,137,2020,"Calendar Year (Jan - Dec), 2020",202002,"February, 2020"
Assam,2020-21,Feb - 2021,428.231782154,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021"
West Bengal,2020-21,Feb - 2021,877.539674034,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021"
Jharkhand,2020-21,Feb - 2021,153.30932987,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021"
Odisha,2020-21,Feb - 2021,441.025011454,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021"
Chhattisgarh,2020-21,Feb - 2021,151.803375653,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021"
Madhya Pradesh,2020-21,Feb - 2021,827.428136046,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021"
Andaman and Nicobar Islands,2021-22,Feb - 2022,20.928396857,2022,"Calendar Year (Jan - Dec), 2022",202202,"February, 2022"
Dadra and Nagar Haveli,2021-22,Feb - 2022,36.285437009,2022,"Calendar Year (Jan - Dec), 2022",202202,"February, 2022"
Maharashtra,2021-22,Feb - 2022,2273.462055396,2022,"Calendar Year (Jan - Dec), 2022",202202,"February, 2022"
Karnataka,2021-22,Feb - 2022,1857.083862976,2022,"Calendar Year (Jan - Dec), 2022",202202,"February, 2022"
Goa,2021-22,Feb - 2022,108.90558213,2022,"Calendar Year (Jan - Dec), 2022",202202,"February, 2022"
Lakshadweep,2021-22,Feb - 2022,1.2504748,2022,"Calendar Year (Jan - Dec), 2022",202202,"February, 2022"
Kerala,2021-22,Feb - 2022,1196.255074784,2022,"Calendar Year (Jan - Dec), 2022",202202,"February, 2022"
Tamil Nadu,2021-22,Feb - 2022,1334.53827662,2022,"Calendar Year (Jan - Dec), 2022",202202,"February, 2022"
Puducherry,2021-22,Feb - 2022,38.646240337,2022,"Calendar Year (Jan - Dec), 2022",202202,"February, 2022"
Telangana,2021-22,Feb - 2022,1303.874173052,2022,"Calendar Year (Jan - Dec), 2022",202202,"February, 2022"
Andhra Pradesh,2021-22,Feb - 2022,883.718608417,2022,"Calendar Year (Jan - Dec), 2022",202202,"February, 2022"
Ladakh,2021-22,Feb - 2022,10.255114725,2022,"Calendar Year (Jan - Dec), 2022",202202,"February, 2022"
Himachal Pradesh,2017-18,Jan - 2018,105.6253327,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018"
Haryana,2017-18,Jan - 2018,351.9916294,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018"
Jammu and Kashmir,2017-18,Jan - 2018,224.5296727,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018"
Bihar,2017-18,Jan - 2018,537.1072582,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018"
Delhi,2017-18,Jan - 2018,616.194482,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018"
Rajasthan,2017-18,Jan - 2018,679.0114866,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018"
Uttar Pradesh,2017-18,Jan - 2018,1686.5370237,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018"
Punjab,2017-18,Jan - 2018,525.9906628,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018"
Chandigarh,2017-18,Jan - 2018,63.5817111,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018"
Uttarakhand,2017-18,Jan - 2018,80.0718263,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018"
Andhra Pradesh,2017-18,Jan - 2018,763.8478294,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018"
Telangana,2017-18,Jan - 2018,800.7645683,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018"
Andaman and Nicobar Islands,2017-18,Jan - 2018,13.265009,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018"
Puducherry,2017-18,Jan - 2018,30.9931324,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018"
Tamil Nadu,2017-18,Jan - 2018,1130.1085945,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018"
Kerala,2017-18,Jan - 2018,826.895873,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018"
Lakshadweep,2017-18,Jan - 2018,0.2777073,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018"
Sikkim,2017-18,Jan - 2018,10.7411793,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018"
Arunachal Pradesh,2017-18,Jan - 2018,34.8623447,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018"
Nagaland,2017-18,Jan - 2018,25.5734601,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018"
Manipur,2017-18,Jan - 2018,29.2038965,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018"
Mizoram,2017-18,Jan - 2018,17.3329133,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018"
Tripura,2017-18,Jan - 2018,43.9051765,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018"
Meghalaya,2017-18,Jan - 2018,34.6984196,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018"
Assam,2017-18,Jan - 2018,309.8890836,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018"
West Bengal,2017-18,Jan - 2018,826.744435,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018"
Jharkhand,2017-18,Jan - 2018,135.4184163,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018"
Odisha,2017-18,Jan - 2018,370.5585237,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018"
Chhattisgarh,2017-18,Jan - 2018,194.511671,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018"
Madhya Pradesh,2017-18,Jan - 2018,587.1007314,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018"
Gujarat,2017-18,Jan - 2018,762.4133355,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018"
Daman and Diu,2017-18,Jan - 2018,8.7718503,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018"
Dadra and Nagar Haveli,2017-18,Jan - 2018,12.3750523,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018"
Maharashtra,2017-18,Jan - 2018,1976.4236996,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018"
Karnataka,2017-18,Jan - 2018,1175.9258922,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018"
Goa,2017-18,Jan - 2018,74.3987333,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018"
Assam,2018-19,Jan - 2019,305.7701211,2019,"Calendar Year (Jan - Dec), 2019",201901,"January, 2019"
Tripura,2018-19,Jan - 2019,48.6595573,2019,"Calendar Year (Jan - Dec), 2019",201901,"January, 2019"
Mizoram,2018-19,Jan - 2019,29.8132177,2019,"Calendar Year (Jan - Dec), 2019",201901,"January, 2019"
Manipur,2018-19,Jan - 2019,40.8559121,2019,"Calendar Year (Jan - Dec), 2019",201901,"January, 2019"
Nagaland,2018-19,Jan - 2019,23.520914,2019,"Calendar Year (Jan - Dec), 2019",201901,"January, 2019"
Arunachal Pradesh,2018-19,Jan - 2019,28.7280165,2019,"Calendar Year (Jan - Dec), 2019",201901,"January, 2019"
Sikkim,2018-19,Jan - 2019,14.868077,2019,"Calendar Year (Jan - Dec), 2019",201901,"January, 2019"
Bihar,2018-19,Jan - 2019,740.3348506,2019,"Calendar Year (Jan - Dec), 2019",201901,"January, 2019"
Uttar Pradesh,2018-19,Jan - 2019,1831.132357,2019,"Calendar Year (Jan - Dec), 2019",201901,"January, 2019"
Rajasthan,2018-19,Jan - 2019,798.9317657,2019,"Calendar Year (Jan - Dec), 2019",201901,"January, 2019"
Delhi,2018-19,Jan - 2019,420.6209753,2019,"Calendar Year (Jan - Dec), 2019",201901,"January, 2019"
Haryana,2018-19,Jan - 2019,397.3997177,2019,"Calendar Year (Jan - Dec), 2019",201901,"January, 2019"
Uttarakhand,2018-19,Jan - 2019,40.9664712,2019,"Calendar Year (Jan - Dec), 2019",201901,"January, 2019"
Chandigarh,2018-19,Jan - 2019,70.5782546,2019,"Calendar Year (Jan - Dec), 2019",201901,"January, 2019"
Punjab,2018-19,Jan - 2019,486.3315549,2019,"Calendar Year (Jan - Dec), 2019",201901,"January, 2019"
Himachal Pradesh,2018-19,Jan - 2019,104.6438089,2019,"Calendar Year (Jan - Dec), 2019",201901,"January, 2019"
Jammu and Kashmir,2018-19,Jan - 2019,226.7512129,2019,"Calendar Year (Jan - Dec), 2019",201901,"January, 2019"
Andhra Pradesh,2018-19,Jan - 2019,826.7710692,2019,"Calendar Year (Jan - Dec), 2019",201901,"January, 2019"
Jammu and Kashmir,2020-21,Feb - 2021,243.669495542,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021"
Himachal Pradesh,2020-21,Feb - 2021,130.659894341,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021"
Punjab,2020-21,Feb - 2021,543.027682403,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021"
Chandigarh,2020-21,Feb - 2021,67.981865328,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021"
Uttarakhand,2020-21,Feb - 2021,118.973519362,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021"
Haryana,2020-21,Feb - 2021,394.000674877,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021"
Delhi,2020-21,Feb - 2021,606.237627248,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021"
Rajasthan,2020-21,Feb - 2021,861.50849482,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021"
Uttar Pradesh,2020-21,Feb - 2021,2153.635754991,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021"
Bihar,2020-21,Feb - 2021,886.629970258,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021"
Sikkim,2020-21,Feb - 2021,23.361342277,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021"
Arunachal Pradesh,2020-21,Feb - 2021,62.639008966,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021"
Nagaland,2020-21,Feb - 2021,51.376817194,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021"
Manipur,2020-21,Feb - 2021,65.396401458,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021"
Mizoram,2020-21,Feb - 2021,44.421495037,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021"
Tripura,2020-21,Feb - 2021,57.146982146,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021"
Meghalaya,2020-21,Feb - 2021,49.456038055,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021"
Uttarakhand,2018-19,Apr - 2018,-10.3877931,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018"
Andhra Pradesh,2018-19,Apr - 2018,825.7719651,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018"
Daman and Diu,2018-19,Aug - 2018,6.25070403,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
Goa,2018-19,Aug - 2018,48.389647615,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
Assam,2018-19,Aug - 2018,324.780993732,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
West Bengal,2018-19,Aug - 2018,731.220864851,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
Jharkhand,2018-19,Aug - 2018,164.76536815,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
Odisha,2018-19,Aug - 2018,307.086709285,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
Haryana,2018-19,Aug - 2018,229.155581746,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
Delhi,2018-19,Aug - 2018,418.976097876,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
Rajasthan,2018-19,Aug - 2018,758.637763988,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
Uttar Pradesh,2018-19,Aug - 2018,1604.037983908,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
Sikkim,2018-19,Aug - 2018,18.856835754,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
Bihar,2018-19,Aug - 2018,704.905572752,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
Karnataka,2018-19,Aug - 2018,1070.871904576,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
Himachal Pradesh,2018-19,Aug - 2018,103.986185991,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
Telangana,2018-19,Aug - 2018,858.071542409,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
Kerala,2018-19,Aug - 2018,746.209196194,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
Puducherry,2018-19,Aug - 2018,33.909049829,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
Gujarat,2018-19,Aug - 2018,588.563368998,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018"
