ROWID,Country,State LGD Code,State,YearCode,Year,MonthCode,Month,Settlement of Integrated goods and services tax ( IGST )
1369,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018",739.1578318
1370,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018",588.563368998
1371,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",201809,"September, 2018",695.0626557
1372,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018",522.6193777
1373,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",201811,"November, 2018",586.6011452
1374,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018",554.8232955
1375,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",201901,"January, 2019",426.1356998
1376,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019",627.6491454
1377,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",201903,"March, 2019",423.3643422
1378,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019",590.6642985
1379,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",201905,"May, 2019",438.9174336
1380,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019",419.1660107
1381,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019",1115.1512364
1382,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",201908,"August, 2019",838.707761265212
1383,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019",829.6878591
1384,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019",407.027685
1385,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019",437.3657653
1386,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019",563
1387,India,24,Gujarat,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",656
1388,India,24,Gujarat,2020,"Calendar Year (Jan - Dec), 2020",202002,"February, 2020",674.6
1389,India,24,Gujarat,2020,"Calendar Year (Jan - Dec), 2020",202003,"March, 2020",479.4454327
1390,India,24,Gujarat,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020",35.96
1391,India,24,Gujarat,2020,"Calendar Year (Jan - Dec), 2020",202005,"May, 2020",491.26
1392,India,24,Gujarat,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020",357.4
1393,India,24,Gujarat,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020",613.8704593
1394,India,24,Gujarat,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020",396.568429092
1395,India,24,Gujarat,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020",452.499246198
1396,India,24,Gujarat,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020",470.517007168
1397,India,24,Gujarat,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",456.910824335
1398,India,24,Gujarat,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",475.482476815
1399,India,24,Gujarat,2021,"Calendar Year (Jan - Dec), 2021",202101,"January, 2021",748.644730242
1400,India,24,Gujarat,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021",788.949769146
1401,India,24,Gujarat,2021,"Calendar Year (Jan - Dec), 2021",202103,"March, 2021",708.531675773
1402,India,24,Gujarat,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021",956.073589471
1403,India,24,Gujarat,2021,"Calendar Year (Jan - Dec), 2021",202105,"May, 2021",594.251008899
1404,India,24,Gujarat,2021,"Calendar Year (Jan - Dec), 2021",202106,"June, 2021",793.004292736
1405,India,24,Gujarat,2021,"Calendar Year (Jan - Dec), 2021",202107,"July, 2021",1188.745778949
1406,India,24,Gujarat,2021,"Calendar Year (Jan - Dec), 2021",202108,"August, 2021",1326.17530576
1407,India,24,Gujarat,2021,"Calendar Year (Jan - Dec), 2021",202109,"September, 2021",1162.699442513
1408,India,24,Gujarat,2021,"Calendar Year (Jan - Dec), 2021",202110,"October, 2021",1048.036817888
1409,India,24,Gujarat,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021",798.783824195
1410,India,24,Gujarat,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021",1139.417026986
1411,India,24,Gujarat,2022,"Calendar Year (Jan - Dec), 2022",202201,"January, 2022",1408.8364389
1412,India,24,Gujarat,2022,"Calendar Year (Jan - Dec), 2022",202202,"February, 2022",1179.74089948
1413,India,24,Gujarat,2022,"Calendar Year (Jan - Dec), 2022",202203,"March, 2022",1449.464529323
1414,India,24,Gujarat,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022",1161.476943273
1415,India,24,Gujarat,2022,"Calendar Year (Jan - Dec), 2022",202205,"May, 2022",1120.877438115
1416,India,24,Gujarat,2022,"Calendar Year (Jan - Dec), 2022",202206,"June, 2022",1226.308648945
1417,India,27,Maharashtra,2017,"Calendar Year (Jan - Dec), 2017",201708,"August, 2017",1001.434245562
1418,India,27,Maharashtra,2017,"Calendar Year (Jan - Dec), 2017",201709,"September, 2017",1266.8928029
1419,India,27,Maharashtra,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017",1440.505756143
1420,India,27,Maharashtra,2017,"Calendar Year (Jan - Dec), 2017",201711,"November, 2017",1678.1984419
1421,India,27,Maharashtra,2017,"Calendar Year (Jan - Dec), 2017",201712,"December, 2017",1738.009577
1422,India,27,Maharashtra,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018",1976.4236996
1423,India,27,Maharashtra,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018",1476.8190901
1424,India,27,Maharashtra,2018,"Calendar Year (Jan - Dec), 2018",201803,"March, 2018",1253.8668729
1425,India,27,Maharashtra,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018",1616.1902801
1426,India,27,Maharashtra,2018,"Calendar Year (Jan - Dec), 2018",201805,"May, 2018",1120.52626
1427,India,27,Maharashtra,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018",1479.4520141
1428,India,27,Maharashtra,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018",1670.0955481
1429,India,27,Maharashtra,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018",1527.802595467
1430,India,27,Maharashtra,2018,"Calendar Year (Jan - Dec), 2018",201809,"September, 2018",1512.3526512
1431,India,27,Maharashtra,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018",1786.5537235
1432,India,27,Maharashtra,2018,"Calendar Year (Jan - Dec), 2018",201811,"November, 2018",1613.2561063
1433,India,27,Maharashtra,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018",1711.0775997
1434,India,27,Maharashtra,2019,"Calendar Year (Jan - Dec), 2019",201901,"January, 2019",1716.9328912
1435,India,27,Maharashtra,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019",2075.866836224
1436,India,27,Maharashtra,2019,"Calendar Year (Jan - Dec), 2019",201903,"March, 2019",1233.5976717
1437,India,27,Maharashtra,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019",1731.6513965
1438,India,27,Maharashtra,2019,"Calendar Year (Jan - Dec), 2019",201905,"May, 2019",1233.2086844
1439,India,27,Maharashtra,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019",497.9059602
1440,India,27,Maharashtra,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019",2463.3605968
1441,India,27,Maharashtra,2019,"Calendar Year (Jan - Dec), 2019",201908,"August, 2019",2050.14774983064
1442,India,27,Maharashtra,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019",1584.1062151
1443,India,27,Maharashtra,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019",1682.2866971
1444,India,27,Maharashtra,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019",1720.2625393
1445,India,27,Maharashtra,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019",2176
1446,India,27,Maharashtra,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",2203
1447,India,27,Maharashtra,2020,"Calendar Year (Jan - Dec), 2020",202002,"February, 2020",1909
1448,India,27,Maharashtra,2020,"Calendar Year (Jan - Dec), 2020",202003,"March, 2020",1439.8601927
1449,India,27,Maharashtra,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020",-330.74
1450,India,27,Maharashtra,2020,"Calendar Year (Jan - Dec), 2020",202005,"May, 2020",1085.29
1451,India,27,Maharashtra,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020",1339.4
1452,India,27,Maharashtra,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020",2113.695826105
1453,India,27,Maharashtra,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020",1258.258983162
1454,India,27,Maharashtra,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020",1412.560147721
1455,India,27,Maharashtra,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020",1562.872600995
1456,India,27,Maharashtra,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",1378.530796989
1457,India,27,Maharashtra,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",1960.558742212
1458,India,27,Maharashtra,2021,"Calendar Year (Jan - Dec), 2021",202101,"January, 2021",1792.987802893
1459,India,27,Maharashtra,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021",2006.223175457
1460,India,27,Maharashtra,2021,"Calendar Year (Jan - Dec), 2021",202103,"March, 2021",1989.456079469
1461,India,27,Maharashtra,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021",1978.053797961
1462,India,27,Maharashtra,2021,"Calendar Year (Jan - Dec), 2021",202105,"May, 2021",699.32
1463,India,27,Maharashtra,2021,"Calendar Year (Jan - Dec), 2021",202106,"June, 2021",1930.251307801
1464,India,27,Maharashtra,2021,"Calendar Year (Jan - Dec), 2021",202107,"July, 2021",2568.564010142
1465,India,27,Maharashtra,2021,"Calendar Year (Jan - Dec), 2021",202108,"August, 2021",2732.925438612
1466,India,27,Maharashtra,2021,"Calendar Year (Jan - Dec), 2021",202109,"September, 2021",2825.02611141
1467,India,27,Maharashtra,2021,"Calendar Year (Jan - Dec), 2021",202110,"October, 2021",2531.822356909
1468,India,27,Maharashtra,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021",2631.558555541
1469,India,27,Maharashtra,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021",3207.454579362
1470,India,27,Maharashtra,2022,"Calendar Year (Jan - Dec), 2022",202201,"January, 2022",3330.67757866
1471,India,27,Maharashtra,2022,"Calendar Year (Jan - Dec), 2022",202202,"February, 2022",2273.462055396
1472,India,27,Maharashtra,2022,"Calendar Year (Jan - Dec), 2022",202203,"March, 2022",3249.472726986
1473,India,27,Maharashtra,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022",3023.615131321
1474,India,27,Maharashtra,2022,"Calendar Year (Jan - Dec), 2022",202205,"May, 2022",2443.264326874
1475,India,27,Maharashtra,2022,"Calendar Year (Jan - Dec), 2022",202206,"June, 2022",2770.828079989
1476,India,28,Andhra Pradesh,2017,"Calendar Year (Jan - Dec), 2017",201708,"August, 2017",386.41
1477,India,28,Andhra Pradesh,2017,"Calendar Year (Jan - Dec), 2017",201709,"September, 2017",528.0918297
1478,India,28,Andhra Pradesh,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017",690.384341853
1479,India,28,Andhra Pradesh,2017,"Calendar Year (Jan - Dec), 2017",201711,"November, 2017",637.8461399
1480,India,28,Andhra Pradesh,2017,"Calendar Year (Jan - Dec), 2017",201712,"December, 2017",636.9552157
1481,India,28,Andhra Pradesh,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018",763.8478294
1482,India,28,Andhra Pradesh,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018",795.1748246
1483,India,28,Andhra Pradesh,2018,"Calendar Year (Jan - Dec), 2018",201803,"March, 2018",722.3513124
1484,India,28,Andhra Pradesh,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018",825.7719651
1485,India,28,Andhra Pradesh,2018,"Calendar Year (Jan - Dec), 2018",201805,"May, 2018",655.5942962
1486,India,28,Andhra Pradesh,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018",748.6271535
1487,India,28,Andhra Pradesh,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018",836.7231964
1488,India,28,Andhra Pradesh,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018",721.91041049
1489,India,28,Andhra Pradesh,2018,"Calendar Year (Jan - Dec), 2018",201809,"September, 2018",807.6015726
1490,India,28,Andhra Pradesh,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018",773.8860864
1491,India,28,Andhra Pradesh,2018,"Calendar Year (Jan - Dec), 2018",201811,"November, 2018",907.3458714
1492,India,28,Andhra Pradesh,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018",789.9433248
1493,India,28,Andhra Pradesh,2019,"Calendar Year (Jan - Dec), 2019",201901,"January, 2019",826.7710692
1494,India,28,Andhra Pradesh,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019",944.73972002
1495,India,28,Andhra Pradesh,2019,"Calendar Year (Jan - Dec), 2019",201903,"March, 2019",823.6296597
1496,India,28,Andhra Pradesh,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019",934.9483965
1497,India,28,Andhra Pradesh,2019,"Calendar Year (Jan - Dec), 2019",201905,"May, 2019",828.3555657
1498,India,28,Andhra Pradesh,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019",869.7878926
1499,India,28,Andhra Pradesh,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019",938.238616
1500,India,28,Andhra Pradesh,2019,"Calendar Year (Jan - Dec), 2019",201908,"August, 2019",781.21061568495
1501,India,28,Andhra Pradesh,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019",846.8056446
1502,India,28,Andhra Pradesh,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019",768.4012516
1503,India,28,Andhra Pradesh,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019",998.8298099
1504,India,28,Andhra Pradesh,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019",815
1505,India,28,Andhra Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",963
1506,India,28,Andhra Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202002,"February, 2020",903.3
1507,India,28,Andhra Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202003,"March, 2020",867.4340155
1508,India,28,Andhra Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020",144.48
1509,India,28,Andhra Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202005,"May, 2020",366.73
1510,India,28,Andhra Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020",546.9
1511,India,28,Andhra Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020",1025.143344246
1512,India,28,Andhra Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020",827.384936482
1513,India,28,Andhra Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020",1065.306970512
1514,India,28,Andhra Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020",1156.461870551
1515,India,28,Andhra Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",824.130541583
1516,India,28,Andhra Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",749.174353426
1517,India,28,Andhra Pradesh,2021,"Calendar Year (Jan - Dec), 2021",202101,"January, 2021",1007.406540567
1518,India,28,Andhra Pradesh,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021",768.539722758
1519,India,28,Andhra Pradesh,2021,"Calendar Year (Jan - Dec), 2021",202103,"March, 2021",802.99958895
1520,India,28,Andhra Pradesh,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021",1186.290881239
1521,India,28,Andhra Pradesh,2021,"Calendar Year (Jan - Dec), 2021",202105,"May, 2021",639.255214508
1522,India,28,Andhra Pradesh,2021,"Calendar Year (Jan - Dec), 2021",202106,"June, 2021",852.871211489
1523,India,28,Andhra Pradesh,2021,"Calendar Year (Jan - Dec), 2021",202107,"July, 2021",1286.175013921
1524,India,28,Andhra Pradesh,2021,"Calendar Year (Jan - Dec), 2021",202108,"August, 2021",1196.982651161
1525,India,28,Andhra Pradesh,2021,"Calendar Year (Jan - Dec), 2021",202109,"September, 2021",1268.196324032
1526,India,28,Andhra Pradesh,2021,"Calendar Year (Jan - Dec), 2021",202110,"October, 2021",1169.077368291
1527,India,28,Andhra Pradesh,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021",1202.613586435
1528,India,28,Andhra Pradesh,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021",912.45334483
1529,India,28,Andhra Pradesh,2022,"Calendar Year (Jan - Dec), 2022",202201,"January, 2022",1173.440828729
1530,India,28,Andhra Pradesh,2022,"Calendar Year (Jan - Dec), 2022",202202,"February, 2022",883.718608417
1531,India,28,Andhra Pradesh,2022,"Calendar Year (Jan - Dec), 2022",202203,"March, 2022",895.183596477
1532,India,28,Andhra Pradesh,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022",1092.567706144
1533,India,28,Andhra Pradesh,2022,"Calendar Year (Jan - Dec), 2022",202205,"May, 2022",847.086653277
1534,India,28,Andhra Pradesh,2022,"Calendar Year (Jan - Dec), 2022",202206,"June, 2022",961.321531553
1535,India,29,Karnataka,2017,"Calendar Year (Jan - Dec), 2017",201708,"August, 2017",582.090391835
1536,India,29,Karnataka,2017,"Calendar Year (Jan - Dec), 2017",201709,"September, 2017",888.2144098
1537,India,29,Karnataka,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017",1003.676534039
1538,India,29,Karnataka,2017,"Calendar Year (Jan - Dec), 2017",201711,"November, 2017",1190.3280963
1539,India,29,Karnataka,2017,"Calendar Year (Jan - Dec), 2017",201712,"December, 2017",1023.13355
1540,India,29,Karnataka,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018",1175.9258922
1541,India,29,Karnataka,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018",1085.0389317
1542,India,29,Karnataka,2018,"Calendar Year (Jan - Dec), 2018",201803,"March, 2018",1079.0946817
1543,India,29,Karnataka,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018",1207.9146982
1544,India,29,Karnataka,2018,"Calendar Year (Jan - Dec), 2018",201805,"May, 2018",986.5766297
1545,India,29,Karnataka,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018",1168.4572123
1546,India,29,Karnataka,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018",1186.4872354
1547,India,29,Karnataka,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018",1070.871904576
1548,India,29,Karnataka,2018,"Calendar Year (Jan - Dec), 2018",201809,"September, 2018",1112.3654977
1549,India,29,Karnataka,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018",1166.5877998
1550,India,29,Karnataka,2018,"Calendar Year (Jan - Dec), 2018",201811,"November, 2018",1272.2736324
1551,India,29,Karnataka,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018",1038.121053
1552,India,29,Karnataka,2019,"Calendar Year (Jan - Dec), 2019",201901,"January, 2019",1111.6379458
1553,India,29,Karnataka,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019",1212.717497759
1554,India,29,Karnataka,2019,"Calendar Year (Jan - Dec), 2019",201903,"March, 2019",1066.0547747
1555,India,29,Karnataka,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019",1175.3313956
1556,India,29,Karnataka,2019,"Calendar Year (Jan - Dec), 2019",201905,"May, 2019",1139.5323167
1557,India,29,Karnataka,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019",1092.5054258
1558,India,29,Karnataka,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019",1629.4435264
1559,India,29,Karnataka,2019,"Calendar Year (Jan - Dec), 2019",201908,"August, 2019",1341.21414462076
1560,India,29,Karnataka,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019",1409.0194166
1561,India,29,Karnataka,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019",1132.2728401
1562,India,29,Karnataka,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019",1440.7435354
