srcStateName,srcYear,srcMonth,Type of supply,E-way suppliers,E-way bills,E-way asset value,YearCode,Year,MonthCode,Month
DAMAN AND DIU,2020-21,Apr - 2020,Inter State Outwards,607,16113,849.784746637,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
DADRA AND NAGAR HAVELI,2020-21,Apr - 2020,Inter State Outwards,645,19351,1783.500023179,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
MAHARASHTRA,2020-21,Apr - 2020,Inter State Outwards,14300,252779,23248.673481424,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
KARNATAKA,2020-21,Apr - 2020,Inter State Outwards,7155,136993,10740.468069633,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
GOA,2020-21,Apr - 2020,Inter State Outwards,417,9927,1738.06895787,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
LAKSHADWEEP,2020-21,Apr - 2020,Inter State Outwards,0,0,0,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
KERALA,2020-21,Apr - 2020,Inter State Outwards,2390,15478,1530.622548567,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
TAMIL NADU,2020-21,Apr - 2020,Inter State Outwards,9484,129206,8804.427523901,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
PUDUCHERRY,2020-21,Apr - 2020,Inter State Outwards,483,12837,865.335063512,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
ANDAMAN AND NICOBAR,2020-21,Apr - 2020,Inter State Outwards,20,51,9.025688,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
TELANGANA,2020-21,Apr - 2020,Inter State Outwards,6818,121629,11326.670075648,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
ANDHRA PRADESH,2020-21,Apr - 2020,Inter State Outwards,4575,78220,10382.209884479,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
LADAKH,2020-21,Apr - 2020,Inter State Outwards,2,2,0.0145123,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
JAMMU AND KASHMIR,2020-21,Apr - 2020,Inter State Inwards,3279,24128,1645.359728539,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
HIMACHAL PRADESH,2020-21,Apr - 2020,Inter State Inwards,4768,53214,2653.531294889,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
PUNJAB,2020-21,Apr - 2020,Inter State Inwards,13338,88442,5898.275114115,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
CHANDIGARH,2020-21,Apr - 2020,Inter State Inwards,1478,14968,582.473511643,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
UTTARAKHAND,2020-21,Apr - 2020,Inter State Inwards,5369,56024,2997.196228821,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
HARYANA,2020-21,Apr - 2020,Inter State Inwards,18514,149433,9417.631227729,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
DELHI,2020-21,Apr - 2020,Inter State Inwards,13584,140641,7806.444696746,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
RAJASTHAN,2020-21,Apr - 2020,Inter State Inwards,13016,80023,6012.706025565,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
UTTAR PRADESH,2020-21,Apr - 2020,Inter State Inwards,29816,197674,13600.762813126,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
BIHAR,2020-21,Apr - 2020,Inter State Inwards,13410,60941,4118.598737359,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
SIKKIM,2020-21,Apr - 2020,Inter State Inwards,429,9208,600.231273703,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
ARUNACHAL PRADESH,2020-21,Apr - 2020,Inter State Inwards,612,4685,118.013204438,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
NAGALAND,2020-21,Apr - 2020,Inter State Inwards,460,3707,169.970716206,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
MANIPUR,2020-21,Apr - 2020,Inter State Inwards,635,5277,200.685324922,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
MIZORAM,2020-21,Apr - 2020,Inter State Inwards,509,3641,107.811700672,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
TRIPURA,2020-21,Apr - 2020,Inter State Inwards,1051,6624,221.022295565,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
MEGHALAYA,2020-21,Apr - 2020,Inter State Inwards,730,7406,220.590064105,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
ASSAM,2020-21,Apr - 2020,Inter State Inwards,3887,25678,2346.414047593,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
WEST BENGAL,2020-21,Apr - 2020,Inter State Inwards,8889,69753,9534.710764215,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
JHARKHAND,2020-21,Apr - 2020,Inter State Inwards,4622,39259,3198.09844107,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
ODISHA,2020-21,Apr - 2020,Inter State Inwards,6922,48233,4952.461349378,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
MADHYA PRADESH,2020-21,Apr - 2020,Inter State Inwards,11618,77490,6117.679557762,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
GUJARAT,2020-21,Apr - 2020,Inter State Inwards,16834,150025,16896.770510217,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
DAMAN AND DIU,2020-21,Apr - 2020,Inter State Inwards,626,9375,625.503520446,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
DADRA AND NAGAR HAVELI,2020-21,Apr - 2020,Inter State Inwards,796,16261,1427.339617942,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
MAHARASHTRA,2020-21,Apr - 2020,Inter State Inwards,27667,223300,25184.702175052,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
KARNATAKA,2020-21,Apr - 2020,Inter State Inwards,16879,129165,13417.008526458,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
GOA,2020-21,Apr - 2020,Inter State Inwards,1399,19887,1074.234988682,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
LAKSHADWEEP,2020-21,Apr - 2020,Inter State Inwards,9,108,1.429051679,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
KERALA,2020-21,Apr - 2020,Inter State Inwards,9978,71823,4630.471691827,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
TAMIL NADU,2020-21,Apr - 2020,Inter State Inwards,16136,116621,12769.379278779,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
PUDUCHERRY,2020-21,Apr - 2020,Inter State Inwards,1126,13122,705.595136978,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
ANDAMAN AND NICOBAR,2020-21,Apr - 2020,Inter State Inwards,146,1270,40.187506729,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
ASSAM,2020-21,Apr - 2020,Intra State,3202,94658,2114.247555857,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020"
WEST BENGAL,2021-22,Apr - 2021,Inter State Outwards,37862,728182,32482.0995,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
KERALA,2021-22,Apr - 2021,Intra State,38462,1328259,20594.2417,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
WEST BENGAL,2021-22,Apr - 2021,Inter State Inwards,59056,1047510,39109.8459,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
DAMAN AND DIU,2021-22,Apr - 2021,Inter State Inwards,6,88,4.3669,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
MIZORAM,2021-22,Apr - 2021,Intra State,60,911,15.7062,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
TRIPURA,2021-22,Apr - 2021,Intra State,1207,29475,534.1609,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
MANIPUR,2021-22,Apr - 2021,Intra State,66,4085,69.1304,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
JHARKHAND,2021-22,Apr - 2021,Inter State Inwards,24606,387296,12544.7618,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
ODISHA,2021-22,Apr - 2021,Inter State Inwards,30475,394543,18840.906,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
CHHATTISGARH,2021-22,Apr - 2021,Inter State Inwards,17824,239940,10463.5209,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
MADHYA PRADESH,2021-22,Apr - 2021,Inter State Inwards,59720,666435,24441.2422,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
LADAKH,2021-22,Apr - 2021,Inter State Inwards,613,4532,131.9266,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
ANDHRA PRADESH,2021-22,Apr - 2021,Inter State Inwards,65415,869644,33436.6004,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
TELANGANA,2021-22,Apr - 2021,Inter State Inwards,56576,1105713,38448.4477,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
ASSAM,2021-22,Apr - 2021,Inter State Inwards,23957,294931,10421.2624,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
MEGHALAYA,2021-22,Apr - 2021,Inter State Inwards,3466,43825,1011.4749,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
TRIPURA,2021-22,Apr - 2021,Inter State Inwards,4026,36855,947.2012,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
MIZORAM,2021-22,Apr - 2021,Inter State Inwards,1779,27744,497.9966,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
MANIPUR,2021-22,Apr - 2021,Inter State Inwards,2575,40135,788.9897,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
NAGALAND,2021-22,Apr - 2021,Inter State Inwards,2418,30440,610.3263,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
ARUNACHAL PRADESH,2021-22,Apr - 2021,Inter State Inwards,2811,32166,638.4455,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
SIKKIM,2021-22,Apr - 2021,Inter State Inwards,1721,32217,1016.0754,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
BIHAR,2021-22,Apr - 2021,Inter State Inwards,55763,804653,17311.4053,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
UTTAR PRADESH,2021-22,Apr - 2021,Inter State Inwards,168255,2198127,69166.1911,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
RAJASTHAN,2021-22,Apr - 2021,Inter State Inwards,89558,1096710,39783.069,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
DELHI,2021-22,Apr - 2021,Inter State Inwards,102442,1193522,37381.5614,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
HARYANA,2021-22,Apr - 2021,Inter State Inwards,92283,1801348,61414.8652,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
UTTARAKHAND,2021-22,Apr - 2021,Inter State Inwards,23669,433212,13735.4025,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
CHANDIGARH,2021-22,Apr - 2021,Inter State Inwards,7757,106389,2341.8715,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
PUNJAB,2021-22,Apr - 2021,Inter State Inwards,65432,838816,27891.0324,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
HIMACHAL PRADESH,2021-22,Apr - 2021,Inter State Inwards,21525,302548,9605.1339,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
JAMMU AND KASHMIR,2021-22,Apr - 2021,Inter State Inwards,18453,197813,6284.5357,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
LADAKH,2021-22,Apr - 2021,Inter State Outwards,9,18,1.0227,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
ANDHRA PRADESH,2021-22,Apr - 2021,Inter State Outwards,20163,418812,31769.5274,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
DADRA AND NAGAR HAVELI,2021-22,Apr - 2021,Inter State Inwards,4844,158574,11770.0804,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
TELANGANA,2021-22,Apr - 2021,Inter State Outwards,29845,657883,27520.7774,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
ANDAMAN AND NICOBAR,2021-22,Apr - 2021,Inter State Outwards,59,217,24.5686,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
PUDUCHERRY,2021-22,Apr - 2021,Inter State Outwards,1803,96213,2948.2919,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
TAMIL NADU,2021-22,Apr - 2021,Inter State Outwards,65244,1806333,68733.3882,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
KERALA,2021-22,Apr - 2021,Inter State Outwards,13535,148692,7529.1389,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
LAKSHADWEEP,2021-22,Apr - 2021,Inter State Outwards,2,7,0.1774,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
GOA,2021-22,Apr - 2021,Inter State Outwards,1454,59640,4327.4993,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
KARNATAKA,2021-22,Apr - 2021,Inter State Outwards,44808,1639141,51798.6496,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
MAHARASHTRA,2021-22,Apr - 2021,Inter State Outwards,97899,3476756,119334.5378,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
DADRA AND NAGAR HAVELI,2021-22,Apr - 2021,Inter State Outwards,3551,337187,13667.866,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
DAMAN AND DIU,2021-22,Apr - 2021,Inter State Outwards,3,15,0.0967,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
GUJARAT,2021-22,Apr - 2021,Inter State Outwards,121492,3758570,100937.9975,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
MADHYA PRADESH,2021-22,Apr - 2021,Inter State Outwards,16954,361112,19108.4914,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
CHHATTISGARH,2021-22,Apr - 2021,Inter State Outwards,6123,139816,14140.1119,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
ODISHA,2021-22,Apr - 2021,Inter State Outwards,5813,231830,23782.7632,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
JHARKHAND,2021-22,Apr - 2021,Inter State Outwards,7681,215773,13391.7197,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
ASSAM,2021-22,Apr - 2021,Inter State Outwards,9404,198937,6189.6476,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
MEGHALAYA,2021-22,Apr - 2021,Inter State Outwards,423,32651,653.8475,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
TRIPURA,2021-22,Apr - 2021,Inter State Outwards,377,2349,243.7394,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
MIZORAM,2021-22,Apr - 2021,Inter State Outwards,77,490,117.3919,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
MANIPUR,2021-22,Apr - 2021,Inter State Outwards,97,567,19.5213,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
NAGALAND,2021-22,Apr - 2021,Inter State Outwards,259,2091,107.5716,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
ARUNACHAL PRADESH,2021-22,Apr - 2021,Inter State Outwards,204,1478,93.2647,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
SIKKIM,2021-22,Apr - 2021,Inter State Outwards,176,7019,2696.9939,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
BIHAR,2021-22,Apr - 2021,Inter State Outwards,6423,70881,2956.15,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
UTTAR PRADESH,2021-22,Apr - 2021,Inter State Outwards,71250,1236223,51331.9898,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
RAJASTHAN,2021-22,Apr - 2021,Inter State Outwards,45712,1150215,33896.9669,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
DELHI,2021-22,Apr - 2021,Inter State Outwards,106489,1214757,33171.3263,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
HARYANA,2021-22,Apr - 2021,Inter State Outwards,56787,2599535,63114.8887,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
UTTARAKHAND,2021-22,Apr - 2021,Inter State Outwards,7729,298516,15962.4415,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
CHANDIGARH,2021-22,Apr - 2021,Inter State Outwards,4804,79506,1529.65,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
PUNJAB,2021-22,Apr - 2021,Inter State Outwards,45104,826358,26061.9399,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
HIMACHAL PRADESH,2021-22,Apr - 2021,Inter State Outwards,4984,241188,10768.2989,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
JAMMU AND KASHMIR,2021-22,Apr - 2021,Inter State Outwards,2519,33182,2475.826,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
GUJARAT,2021-22,Apr - 2021,Inter State Inwards,114895,1469013,77888.7558,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
LADAKH,2021-22,Apr - 2021,Intra State,15,87,19.3657,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
ANDHRA PRADESH,2021-22,Apr - 2021,Intra State,32426,1448788,25479.4365,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
TELANGANA,2021-22,Apr - 2021,Intra State,38027,1848657,31316.9166,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
ANDAMAN AND NICOBAR,2021-22,Apr - 2021,Intra State,39,971,22.9297,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
PUDUCHERRY,2021-22,Apr - 2021,Intra State,953,34868,897.6593,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
TAMIL NADU,2021-22,Apr - 2021,Intra State,81947,4104988,80772.2963,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
LAKSHADWEEP,2021-22,Apr - 2021,Intra State,1,1,0.065,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
GOA,2021-22,Apr - 2021,Intra State,1613,75458,1327.3935,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
KARNATAKA,2021-22,Apr - 2021,Intra State,89399,3591660,61943.3909,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
MAHARASHTRA,2021-22,Apr - 2021,Intra State,112291,4674344,123196.3554,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
DADRA AND NAGAR HAVELI,2021-22,Apr - 2021,Intra State,2615,102352,3865.0457,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
DAMAN AND DIU,2021-22,Apr - 2021,Intra State,0,0,0,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
GUJARAT,2021-22,Apr - 2021,Intra State,129106,3293021,98996.5222,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
MADHYA PRADESH,2021-22,Apr - 2021,Intra State,14620,367664,9746.1182,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
CHHATTISGARH,2021-22,Apr - 2021,Intra State,4091,159809,6537.0126,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
ODISHA,2021-22,Apr - 2021,Intra State,14369,894330,19671.6337,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
JHARKHAND,2021-22,Apr - 2021,Intra State,8796,444297,10645.9095,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
WEST BENGAL,2021-22,Apr - 2021,Intra State,40000,1655563,44045.9575,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
ASSAM,2021-22,Apr - 2021,Intra State,11625,462441,8545.5028,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
MEGHALAYA,2021-22,Apr - 2021,Intra State,335,12351,234.2459,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
NAGALAND,2021-22,Apr - 2021,Intra State,123,1566,54.8446,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
ARUNACHAL PRADESH,2021-22,Apr - 2021,Intra State,130,2448,53.1621,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
SIKKIM,2021-22,Apr - 2021,Intra State,129,4359,83.94,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
BIHAR,2021-22,Apr - 2021,Intra State,7020,444339,9454.7197,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
UTTAR PRADESH,2021-22,Apr - 2021,Intra State,106897,3085167,65837.7772,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
RAJASTHAN,2021-22,Apr - 2021,Intra State,62168,1289385,34753.7164,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
DELHI,2021-22,Apr - 2021,Intra State,51636,610341,21405.3099,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
HARYANA,2021-22,Apr - 2021,Intra State,64662,2680840,49620.5416,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
UTTARAKHAND,2021-22,Apr - 2021,Intra State,11281,540875,9695.3642,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
CHANDIGARH,2021-22,Apr - 2021,Intra State,2052,27423,382.7428,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
PUNJAB,2021-22,Apr - 2021,Intra State,61961,1594888,37843.8782,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
HIMACHAL PRADESH,2021-22,Apr - 2021,Intra State,7967,262751,6042.8619,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
JAMMU AND KASHMIR,2021-22,Apr - 2021,Intra State,5101,183787,3227.2358,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
MAHARASHTRA,2021-22,Apr - 2021,Inter State Inwards,156290,1951500,107801.5122,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
KARNATAKA,2021-22,Apr - 2021,Inter State Inwards,101001,1600704,57193.3684,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
GOA,2021-22,Apr - 2021,Inter State Inwards,6591,104042,3941.0448,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
LAKSHADWEEP,2021-22,Apr - 2021,Inter State Inwards,41,467,6.6427,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
KERALA,2021-22,Apr - 2021,Inter State Inwards,51119,612370,17533.1364,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
TAMIL NADU,2021-22,Apr - 2021,Inter State Inwards,104206,1752439,71119.5843,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
PUDUCHERRY,2021-22,Apr - 2021,Inter State Inwards,5015,97422,2878.5674,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
ANDAMAN AND NICOBAR,2021-22,Apr - 2021,Inter State Inwards,888,9190,210.6522,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021"
JAMMU AND KASHMIR,2022-23,Apr-2022,Inter State Inwards,20576,239641,735055.69,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
PUNJAB,2022-23,Apr-2022,Intra State,66623,1797788,4847950.16,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
CHANDIGARH,2022-23,Apr-2022,Inter State Inwards,8642,131857,303336.22,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
JAMMU AND KASHMIR,2022-23,Apr-2022,Inter State Outwards,3434,43614,299181.37,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
JAMMU AND KASHMIR,2022-23,Apr-2022,Intra State,6243,230962,407882.57,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
HIMACHAL PRADESH,2022-23,Apr-2022,Inter State Outwards,5610,277976,1271863.68,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
PUNJAB,2022-23,Apr-2022,Inter State Inwards,71745,983183,3489236.82,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
HIMACHAL PRADESH,2022-23,Apr-2022,Intra State,9043,305914,686447.15,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
CHANDIGARH,2022-23,Apr-2022,Inter State Outwards,5104,90888,179622.49,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
UTTARAKHAND,2022-23,Apr-2022,Inter State Inwards,27796,513652,1716401.23,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
