ROWID,Country,State lgd code,State,YearCode,Year,MonthCode,Month,Type of supply,E-way suppliers,E-way bills,E-way asset value
358,India,3,Punjab,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020",Inter State Inwards,56091,648671,20177.431117513
359,India,3,Punjab,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020",Inter State Outwards,39423,655363,19666.079284372
360,India,3,Punjab,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020",Intra State,52130,1285595,25534.704242188
361,India,3,Punjab,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020",Inter State Inwards,59441,764392,22892.273852518
362,India,3,Punjab,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020",Inter State Outwards,42502,746980,20997.010609765
363,India,3,Punjab,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020",Intra State,54860,1457292,29142.614076504
364,India,3,Punjab,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020",Inter State Inwards,59222,746221,22854.891040751
365,India,3,Punjab,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020",Inter State Outwards,42785,750729,21242.319107954
366,India,3,Punjab,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020",Intra State,54659,1423851,30280.741810401
367,India,3,Punjab,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020",Inter State Inwards,63416,818531,25236.401415671
368,India,3,Punjab,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020",Inter State Outwards,47215,952470,24521.336489664
369,India,3,Punjab,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020",Intra State,58910,1611595,34167.393952379
370,India,3,Punjab,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020",Inter State Inwards,69619,1011365,27496.029431383
371,India,3,Punjab,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020",Inter State Outwards,50576,1147070,26650.693969662
372,India,3,Punjab,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020",Intra State,63089,1775796,37160.242006546
373,India,3,Punjab,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",Inter State Inwards,64482,859118,2409092.25
374,India,3,Punjab,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",Inter State Outwards,48830,1039072,2379693.01
375,India,3,Punjab,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",Intra State,62030,1561482,3379023.42
376,India,3,Punjab,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",Inter State Inwards,65315,859229,28316.3063
377,India,3,Punjab,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",Inter State Outwards,49011,990017,26338.4531
378,India,3,Punjab,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",Intra State,63323,1640332,38332.4947
379,India,3,Punjab,2021,"Calendar Year (Jan - Dec), 2021",202101,"January, 2021",Inter State Inwards,64673,834162,26656.89
380,India,3,Punjab,2021,"Calendar Year (Jan - Dec), 2021",202101,"January, 2021",Inter State Outwards,45920,835778,24902.6
381,India,3,Punjab,2021,"Calendar Year (Jan - Dec), 2021",202101,"January, 2021",Intra State,62491,1572315,37512.35
382,India,3,Punjab,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021",Inter State Inwards,66694,894973,27326.6134
383,India,3,Punjab,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021",Inter State Outwards,46616,872185,25201.5459
384,India,3,Punjab,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021",Intra State,63995,1630953,38060.1471
385,India,3,Punjab,2021,"Calendar Year (Jan - Dec), 2021",202103,"March, 2021",Inter State Inwards,69773,982474,30943.27
386,India,3,Punjab,2021,"Calendar Year (Jan - Dec), 2021",202103,"March, 2021",Inter State Outwards,48638,961181,29241.88
387,India,3,Punjab,2021,"Calendar Year (Jan - Dec), 2021",202103,"March, 2021",Intra State,68241,1798071,43956.99
388,India,3,Punjab,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021",Inter State Inwards,65432,838816,27891.0324
389,India,3,Punjab,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021",Inter State Outwards,45104,826358,26061.9399
390,India,3,Punjab,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021",Intra State,61961,1594888,37843.8782
391,India,3,Punjab,2021,"Calendar Year (Jan - Dec), 2021",202105,"May, 2021",Inter State Inwards,53199,616083,23614.0055
392,India,3,Punjab,2021,"Calendar Year (Jan - Dec), 2021",202105,"May, 2021",Inter State Outwards,34986,520950,21145.4557
393,India,3,Punjab,2021,"Calendar Year (Jan - Dec), 2021",202105,"May, 2021",Intra State,55508,1281716,31568.7636
394,India,3,Punjab,2021,"Calendar Year (Jan - Dec), 2021",202106,"June, 2021",Inter State Inwards,65314,799448,27839.8606
395,India,3,Punjab,2021,"Calendar Year (Jan - Dec), 2021",202106,"June, 2021",Inter State Outwards,44098,752354,25295.3531
396,India,3,Punjab,2021,"Calendar Year (Jan - Dec), 2021",202106,"June, 2021",Intra State,59816,1586484,37477.2153
397,India,3,Punjab,2021,"Calendar Year (Jan - Dec), 2021",202107,"July, 2021",Inter State Inwards,66822,875302,29520.9735
398,India,3,Punjab,2021,"Calendar Year (Jan - Dec), 2021",202107,"July, 2021",Inter State Outwards,47191,880455,27674.2453
399,India,3,Punjab,2021,"Calendar Year (Jan - Dec), 2021",202107,"July, 2021",Intra State,61402,1648754,38200.7742
400,India,3,Punjab,2021,"Calendar Year (Jan - Dec), 2021",202108,"August, 2021",Inter State Inwards,66822,901092,30317.0771
401,India,3,Punjab,2021,"Calendar Year (Jan - Dec), 2021",202108,"August, 2021",Inter State Outwards,48415,975666,29465.9274
402,India,3,Punjab,2021,"Calendar Year (Jan - Dec), 2021",202108,"August, 2021",Intra State,62671,1730862,42100.5924
403,India,3,Punjab,2021,"Calendar Year (Jan - Dec), 2021",202109,"September, 2021",Inter State Inwards,68955,967816,31236.0787
404,India,3,Punjab,2021,"Calendar Year (Jan - Dec), 2021",202109,"September, 2021",Inter State Outwards,50693,1106372,31533.8079
405,India,3,Punjab,2021,"Calendar Year (Jan - Dec), 2021",202109,"September, 2021",Intra State,64323,1757060,42600.7008
406,India,3,Punjab,2021,"Calendar Year (Jan - Dec), 2021",202110,"October, 2021",Inter State Inwards,63914,727859,25272.7453
407,India,3,Punjab,2021,"Calendar Year (Jan - Dec), 2021",202110,"October, 2021",Inter State Outwards,53016,1238940,33538.3936
408,India,3,Punjab,2021,"Calendar Year (Jan - Dec), 2021",202110,"October, 2021",Intra State,67839,1895588,47739.859
409,India,3,Punjab,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021",Inter State Inwards,63914,727859,25272.7453
410,India,3,Punjab,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021",Inter State Outwards,53016,1238940,33538.3936
411,India,3,Punjab,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021",Intra State,67839,1895588,47739.859
412,India,3,Punjab,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021",Inter State Inwards,71187,934041,3338245.75
413,India,3,Punjab,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021",Inter State Outwards,52214,965368,3103195.49
414,India,3,Punjab,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021",Intra State,68448,1771325,4528464.62
415,India,3,Punjab,2022,"Calendar Year (Jan - Dec), 2022",202201,"January, 2022",Inter State Inwards,67219,847604,3154776.26
416,India,3,Punjab,2022,"Calendar Year (Jan - Dec), 2022",202201,"January, 2022",Inter State Outwards,47277,805379,2893918.26
417,India,3,Punjab,2022,"Calendar Year (Jan - Dec), 2022",202201,"January, 2022",Intra State,65309,1572705,4213693.03
418,India,3,Punjab,2022,"Calendar Year (Jan - Dec), 2022",202202,"February, 2022",Inter State Inwards,69576,908887,3163278.49
419,India,3,Punjab,2022,"Calendar Year (Jan - Dec), 2022",202202,"February, 2022",Inter State Outwards,47796,859056,2983664.03
420,India,3,Punjab,2022,"Calendar Year (Jan - Dec), 2022",202202,"February, 2022",Intra State,67174,1633489,4409297.97
421,India,3,Punjab,2022,"Calendar Year (Jan - Dec), 2022",202203,"March, 2022",Inter State Inwards,74332,1040801,3815461.71
422,India,3,Punjab,2022,"Calendar Year (Jan - Dec), 2022",202203,"March, 2022",Inter State Outwards,50998,999380,3552602.08
423,India,3,Punjab,2022,"Calendar Year (Jan - Dec), 2022",202203,"March, 2022",Intra State,72713,1889175,5392047.75
424,India,3,Punjab,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022",Inter State Inwards,71745,983183,3489236.82
425,India,3,Punjab,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022",Inter State Outwards,49077,964284,3312793.78
426,India,3,Punjab,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022",Intra State,66623,1797788,4847950.16
427,India,3,Punjab,2022,"Calendar Year (Jan - Dec), 2022",202205,"May, 2022",Inter State Inwards,70616,932301,3446767.14
428,India,3,Punjab,2022,"Calendar Year (Jan - Dec), 2022",202205,"May, 2022",Inter State Outwards,48638,919344,3255064.79
429,India,3,Punjab,2022,"Calendar Year (Jan - Dec), 2022",202205,"May, 2022",Intra State,65841,1779499,4670495.78
430,India,3,Punjab,2022,"Calendar Year (Jan - Dec), 2022",202206,"June, 2022",Inter State Inwards,68713,909756,3388089.2
431,India,3,Punjab,2022,"Calendar Year (Jan - Dec), 2022",202206,"June, 2022",Inter State Outwards,48298,919284,3248880.63
432,India,3,Punjab,2022,"Calendar Year (Jan - Dec), 2022",202206,"June, 2022",Intra State,64219,1777358,4467878.41
433,India,4,Chandigarh,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018",Inter State Inwards,7469,91630,19979548648.99
434,India,4,Chandigarh,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018",Inter State Outwards,4534,67147,11423602124.29
435,India,4,Chandigarh,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018",Intra State,1950,25684,4069713058.16
436,India,4,Chandigarh,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018",Inter State Inwards,7938,112280,23526383981.53
437,India,4,Chandigarh,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018",Inter State Outwards,4728,77264,14246551942.37
438,India,4,Chandigarh,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018",Intra State,2057,27600,4681701892.13
439,India,4,Chandigarh,2018,"Calendar Year (Jan - Dec), 2018",201809,"September, 2018",Inter State Inwards,7836,107479,23143462877.93
440,India,4,Chandigarh,2018,"Calendar Year (Jan - Dec), 2018",201809,"September, 2018",Inter State Outwards,4721,75076,13615892187.92
441,India,4,Chandigarh,2018,"Calendar Year (Jan - Dec), 2018",201809,"September, 2018",Intra State,1964,25148,4091301476.87
442,India,4,Chandigarh,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018",Inter State Inwards,8295,120710,25319127055.9
443,India,4,Chandigarh,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018",Inter State Outwards,5028,84351,15185238380.94
444,India,4,Chandigarh,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018",Intra State,2248,30590,4879142666.54
445,India,4,Chandigarh,2018,"Calendar Year (Jan - Dec), 2018",201811,"November, 2018",Inter State Inwards,7884,99801,21398949360.23
446,India,4,Chandigarh,2018,"Calendar Year (Jan - Dec), 2018",201811,"November, 2018",Inter State Outwards,4713,69001,12492890219.72
447,India,4,Chandigarh,2018,"Calendar Year (Jan - Dec), 2018",201811,"November, 2018",Intra State,2093,25285,3943921285.64
448,India,4,Chandigarh,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018",Inter State Inwards,7940,104139,22343132779.08
449,India,4,Chandigarh,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018",Inter State Outwards,4876,70149,13411882690.88
450,India,4,Chandigarh,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018",Intra State,2185,25195,4064275490.41
451,India,4,Chandigarh,2019,"Calendar Year (Jan - Dec), 2019",201901,"January, 2019",Inter State Inwards,7882,100227,2139.04
452,India,4,Chandigarh,2019,"Calendar Year (Jan - Dec), 2019",201901,"January, 2019",Inter State Outwards,4790,72445,1319.12
453,India,4,Chandigarh,2019,"Calendar Year (Jan - Dec), 2019",201901,"January, 2019",Intra State,2204,26085,418.2
454,India,4,Chandigarh,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019",Inter State Inwards,7962,100383,2122.06
455,India,4,Chandigarh,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019",Inter State Outwards,4831,71000,1363.64
456,India,4,Chandigarh,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019",Intra State,2175,25141,431.47
457,India,4,Chandigarh,2019,"Calendar Year (Jan - Dec), 2019",201903,"March, 2019",Inter State Inwards,8172,112780,2465.46
458,India,4,Chandigarh,2019,"Calendar Year (Jan - Dec), 2019",201903,"March, 2019",Inter State Outwards,5051,80004,1622.87
459,India,4,Chandigarh,2019,"Calendar Year (Jan - Dec), 2019",201903,"March, 2019",Intra State,2374,28634,501.41
460,India,4,Chandigarh,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019",Inter State Inwards,8094,104183,2110.968913945
461,India,4,Chandigarh,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019",Inter State Outwards,4869,78019,1398.290186989
462,India,4,Chandigarh,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019",Intra State ,2120,27823,396.81209781
463,India,4,Chandigarh,2019,"Calendar Year (Jan - Dec), 2019",201905,"May, 2019",Inter State Inwards,7928,103980,2155.026614081
464,India,4,Chandigarh,2019,"Calendar Year (Jan - Dec), 2019",201905,"May, 2019",Inter State Outwards,4824,76879,1352.046380896
465,India,4,Chandigarh,2019,"Calendar Year (Jan - Dec), 2019",201905,"May, 2019",Intra State ,2109,28139,393.322405154
466,India,4,Chandigarh,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019",Inter State Inwards,7595,98361,2142.361812932
467,India,4,Chandigarh,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019",Inter State Outwards,4671,68983,1198.131815801
468,India,4,Chandigarh,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019",Intra State ,2034,25840,352.359896512
469,India,4,Chandigarh,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019",Inter State Inwards,7606,102087,2074.562065928
470,India,4,Chandigarh,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019",Inter State Outwards,4702,73811,1294.810071904
471,India,4,Chandigarh,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019",Intra State ,2101,26891,382.343803062
472,India,4,Chandigarh,2019,"Calendar Year (Jan - Dec), 2019",201908,"August, 2019",Inter State Inwards,7760,105758,2071.644905319
473,India,4,Chandigarh,2019,"Calendar Year (Jan - Dec), 2019",201908,"August, 2019",Inter State Outwards,4676,73481,1253.331825968
474,India,4,Chandigarh,2019,"Calendar Year (Jan - Dec), 2019",201908,"August, 2019",Intra State ,2048,26774,406.643062086
475,India,4,Chandigarh,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019",Inter State Inwards,8003,113068,2177.586494697
476,India,4,Chandigarh,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019",Inter State Outwards,4818,74773,1299.42237704
477,India,4,Chandigarh,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019",Intra State ,2102,26762,401.107040321
478,India,4,Chandigarh,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019",Inter State Inwards,8157,120323,2305.849714603
479,India,4,Chandigarh,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019",Inter State Outwards,4852,75677,1295.292359736
480,India,4,Chandigarh,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019",Intra State ,2104,28641,432.621984591
481,India,4,Chandigarh,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019",Inter State Inwards,8059,110322,2074.219403732
482,India,4,Chandigarh,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019",Inter State Outwards,4765,72348,1265.130223092
483,India,4,Chandigarh,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019",Intra State ,2047,24218,349.569813457
484,India,4,Chandigarh,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019",Inter State Inwards,7799,108880,2219.520886257
485,India,4,Chandigarh,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019",Inter State Outwards,4666,70251,1318.237705314
486,India,4,Chandigarh,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019",Intra State ,2068,24814,396.571300715
487,India,4,Chandigarh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",Inter State Inwards,7787,105785,2097.785772964
488,India,4,Chandigarh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",Inter State Outwards,4710,69755,1300.972555612
489,India,4,Chandigarh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",Intra State ,2125,24365,376.382175187
490,India,4,Chandigarh,2020,"Calendar Year (Jan - Dec), 2020",202002,"February, 2020",Inter State Inwards,7948,109773,2161.516671804
491,India,4,Chandigarh,2020,"Calendar Year (Jan - Dec), 2020",202002,"February, 2020",Inter State Outwards,4827,74526,1373.804129737
492,India,4,Chandigarh,2020,"Calendar Year (Jan - Dec), 2020",202002,"February, 2020",Intra State ,2136,24164,386.686506996
493,India,4,Chandigarh,2020,"Calendar Year (Jan - Dec), 2020",202003,"March, 2020",Inter State Inwards,7168,77603,1677.849982685
494,India,4,Chandigarh,2020,"Calendar Year (Jan - Dec), 2020",202003,"March, 2020",Inter State Outwards,4428,55331,1037.15996653
4059,India,31,Lakshadweep,2019,"Calendar Year (Jan - Dec), 2019",201903,"March, 2019",Intra State,0,0,0
495,India,4,Chandigarh,2020,"Calendar Year (Jan - Dec), 2020",202003,"March, 2020",Intra State ,1995,17730,290.957189173
496,India,4,Chandigarh,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020",Inter State Inwards,1478,14968,582.473511643
497,India,4,Chandigarh,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020",Inter State Outwards,945,10911,225.484811127
498,India,4,Chandigarh,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020",Intra State,348,3369,56.144607424
499,India,4,Chandigarh,2020,"Calendar Year (Jan - Dec), 2020",202005,"May, 2020",Inter State Inwards,5107,45359,1236.339682907
500,India,4,Chandigarh,2020,"Calendar Year (Jan - Dec), 2020",202005,"May, 2020",Inter State Outwards,3335,39249,706.56890281
501,India,4,Chandigarh,2020,"Calendar Year (Jan - Dec), 2020",202005,"May, 2020",Intra State,1295,10613,270.470227611
502,India,4,Chandigarh,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020",Inter State Inwards,6579,79257,1601.384139981
503,India,4,Chandigarh,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020",Inter State Outwards,4295,64047,1135.782093958
504,India,4,Chandigarh,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020",Intra State,1787,19451,293.890820135
505,India,4,Chandigarh,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020",Inter State Inwards,7183,94079,1928.328607051
506,India,4,Chandigarh,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020",Inter State Outwards,4558,71535,1305.41796721
507,India,4,Chandigarh,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020",Intra State,1921,21406,314.445019486
508,India,4,Chandigarh,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020",Inter State Inwards,7105,90899,1879.045787031
509,India,4,Chandigarh,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020",Inter State Outwards,4463,68614,1223.158431985
510,India,4,Chandigarh,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020",Intra State,1883,20375,293.168910234
511,India,4,Chandigarh,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020",Inter State Inwards,7514,104875,2179.55881774
512,India,4,Chandigarh,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020",Inter State Outwards,4709,75941,1378.47368403
513,India,4,Chandigarh,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020",Intra State,1996,22650,351.967454846
514,India,4,Chandigarh,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020",Inter State Inwards,8185,126020,2473.60400664
515,India,4,Chandigarh,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020",Inter State Outwards,4913,84107,1488.844365433
516,India,4,Chandigarh,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020",Intra State,2089,25166,348.640492849
517,India,4,Chandigarh,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",Inter State Inwards,7679,107161,214916.44
518,India,4,Chandigarh,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",Inter State Outwards,4716,71435,123840.01
519,India,4,Chandigarh,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",Intra State,2052,22864,32814.28
520,India,4,Chandigarh,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",Inter State Inwards,7676,110405,2420.4483
521,India,4,Chandigarh,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",Inter State Outwards,4769,76132,1429.9026
522,India,4,Chandigarh,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",Intra State,2115,23701,373.6415
523,India,4,Chandigarh,2021,"Calendar Year (Jan - Dec), 2021",202101,"January, 2021",Inter State Inwards,7696,105357,2364.26
524,India,4,Chandigarh,2021,"Calendar Year (Jan - Dec), 2021",202101,"January, 2021",Inter State Outwards,4722,73542,1434.68
525,India,4,Chandigarh,2021,"Calendar Year (Jan - Dec), 2021",202101,"January, 2021",Intra State,2067,23257,374.18
526,India,4,Chandigarh,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021",Inter State Inwards,7977,111448,2381.5749
527,India,4,Chandigarh,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021",Inter State Outwards,4852,76545,1455.306
528,India,4,Chandigarh,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021",Intra State,2175,24017,412.8036
529,India,4,Chandigarh,2021,"Calendar Year (Jan - Dec), 2021",202103,"March, 2021",Inter State Inwards,8399,125220,2813.53
530,India,4,Chandigarh,2021,"Calendar Year (Jan - Dec), 2021",202103,"March, 2021",Inter State Outwards,5191,87496,1785.39
531,India,4,Chandigarh,2021,"Calendar Year (Jan - Dec), 2021",202103,"March, 2021",Intra State,2413,27824,520.45
532,India,4,Chandigarh,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021",Inter State Inwards,7757,106389,2341.8715
533,India,4,Chandigarh,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021",Inter State Outwards,4804,79506,1529.65
534,India,4,Chandigarh,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021",Intra State,2052,27423,382.7428
535,India,4,Chandigarh,2021,"Calendar Year (Jan - Dec), 2021",202105,"May, 2021",Inter State Inwards,6158,70577,1869.4155
536,India,4,Chandigarh,2021,"Calendar Year (Jan - Dec), 2021",202105,"May, 2021",Inter State Outwards,4102,59607,1318.1716
537,India,4,Chandigarh,2021,"Calendar Year (Jan - Dec), 2021",202105,"May, 2021",Intra State,1689,17892,247.7158
538,India,4,Chandigarh,2021,"Calendar Year (Jan - Dec), 2021",202106,"June, 2021",Inter State Inwards,7639,101442,2391.1899
539,India,4,Chandigarh,2021,"Calendar Year (Jan - Dec), 2021",202106,"June, 2021",Inter State Outwards,4705,72964,1463.8635
540,India,4,Chandigarh,2021,"Calendar Year (Jan - Dec), 2021",202106,"June, 2021",Intra State,2041,26534,351.758
541,India,4,Chandigarh,2021,"Calendar Year (Jan - Dec), 2021",202107,"July, 2021",Inter State Inwards,8004,118515,2655.4059
542,India,4,Chandigarh,2021,"Calendar Year (Jan - Dec), 2021",202107,"July, 2021",Inter State Outwards,4875,80671,1576.7894
543,India,4,Chandigarh,2021,"Calendar Year (Jan - Dec), 2021",202107,"July, 2021",Intra State,2092,29904,437.8643
544,India,4,Chandigarh,2021,"Calendar Year (Jan - Dec), 2021",202108,"August, 2021",Inter State Inwards,8137,120712,2633.7651
545,India,4,Chandigarh,2021,"Calendar Year (Jan - Dec), 2021",202108,"August, 2021",Inter State Outwards,4917,80517,1578.2581
546,India,4,Chandigarh,2021,"Calendar Year (Jan - Dec), 2021",202108,"August, 2021",Intra State,2108,29208,423.8633
547,India,4,Chandigarh,2021,"Calendar Year (Jan - Dec), 2021",202109,"September, 2021",Inter State Inwards,8356,128179,2842.2704
548,India,4,Chandigarh,2021,"Calendar Year (Jan - Dec), 2021",202109,"September, 2021",Inter State Outwards,4953,84421,1652.3449
549,India,4,Chandigarh,2021,"Calendar Year (Jan - Dec), 2021",202109,"September, 2021",Intra State,2178,29135,456.135
550,India,4,Chandigarh,2021,"Calendar Year (Jan - Dec), 2021",202110,"October, 2021",Inter State Inwards,8427,121673,2496.1991
551,India,4,Chandigarh,2021,"Calendar Year (Jan - Dec), 2021",202110,"October, 2021",Inter State Outwards,5142,90592,1805.222
552,India,4,Chandigarh,2021,"Calendar Year (Jan - Dec), 2021",202110,"October, 2021",Intra State,2280,32068,500.6394
553,India,4,Chandigarh,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021",Inter State Inwards,8427,121673,2496.1991
554,India,4,Chandigarh,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021",Inter State Outwards,5142,90592,1805.222
555,India,4,Chandigarh,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021",Intra State,2280,32068,500.6394
556,India,4,Chandigarh,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021",Inter State Inwards,8499,127710,292049.82
557,India,4,Chandigarh,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021",Inter State Outwards,5085,82429,165240.46
558,India,4,Chandigarh,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021",Intra State,2312,28683,42933.94
559,India,4,Chandigarh,2022,"Calendar Year (Jan - Dec), 2022",202201,"January, 2022",Inter State Inwards,8094,112819,274043.71
560,India,4,Chandigarh,2022,"Calendar Year (Jan - Dec), 2022",202201,"January, 2022",Inter State Outwards,4935,76919,161032.03
561,India,4,Chandigarh,2022,"Calendar Year (Jan - Dec), 2022",202201,"January, 2022",Intra State,2108,26383,44179.17
562,India,4,Chandigarh,2022,"Calendar Year (Jan - Dec), 2022",202202,"February, 2022",Inter State Inwards,8309,118108,274341.68
563,India,4,Chandigarh,2022,"Calendar Year (Jan - Dec), 2022",202202,"February, 2022",Inter State Outwards,5055,78061,169516.68
564,India,4,Chandigarh,2022,"Calendar Year (Jan - Dec), 2022",202202,"February, 2022",Intra State,2217,24067,43441.47
565,India,4,Chandigarh,2022,"Calendar Year (Jan - Dec), 2022",202203,"March, 2022",Inter State Inwards,8876,142784,342052.59
566,India,4,Chandigarh,2022,"Calendar Year (Jan - Dec), 2022",202203,"March, 2022",Inter State Outwards,5419,92717,213411.2
567,India,4,Chandigarh,2022,"Calendar Year (Jan - Dec), 2022",202203,"March, 2022",Intra State,2529,31908,58817.47
568,India,4,Chandigarh,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022",Inter State Inwards,8642,131857,303336.22
569,India,4,Chandigarh,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022",Inter State Outwards,5104,90888,179622.49
