ROWID,Country,State lgd code,State,YearCode,Year,MonthCode,Month,Type of supply,E-way suppliers,E-way bills,E-way asset value
3204,India,23,Madhya Pradesh,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019",Intra State ,14127,303653,7469.340454672
3205,India,23,Madhya Pradesh,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019",Inter State Inwards,61549,745099,21773.191354803
3206,India,23,Madhya Pradesh,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019",Inter State Outwards,17777,343464,16267.218426455
3207,India,23,Madhya Pradesh,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019",Intra State ,14354,295428,6793.259045563
3208,India,23,Madhya Pradesh,2019,"Calendar Year (Jan - Dec), 2019",201908,"August, 2019",Inter State Inwards,59519,669207,19959.461413904
3209,India,23,Madhya Pradesh,2019,"Calendar Year (Jan - Dec), 2019",201908,"August, 2019",Inter State Outwards,17058,340879,15487.573981881
3210,India,23,Madhya Pradesh,2019,"Calendar Year (Jan - Dec), 2019",201908,"August, 2019",Intra State ,13482,267842,5892.719731196
3211,India,23,Madhya Pradesh,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019",Inter State Inwards,61848,687123,19814.6441239
3212,India,23,Madhya Pradesh,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019",Inter State Outwards,17704,364977,15790.561441001
3213,India,23,Madhya Pradesh,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019",Intra State ,13923,285545,6227.060457691
3214,India,23,Madhya Pradesh,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019",Inter State Inwards,64934,771601,21595.964045772
3215,India,23,Madhya Pradesh,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019",Inter State Outwards,17721,350654,15274.168342063
3216,India,23,Madhya Pradesh,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019",Intra State ,14985,360023,7970.98247799
3217,India,23,Madhya Pradesh,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019",Inter State Inwards,65167,761316,22362.90346423
3218,India,23,Madhya Pradesh,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019",Inter State Outwards,18262,377397,17114.337216804
3219,India,23,Madhya Pradesh,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019",Intra State ,15360,373800,8112.283601947
3220,India,23,Madhya Pradesh,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019",Inter State Inwards,63672,788583,22697.04082462
3221,India,23,Madhya Pradesh,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019",Inter State Outwards,18411,388214,18074.071748369
3222,India,23,Madhya Pradesh,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019",Intra State ,15433,384233,8388.843464811
3223,India,23,Madhya Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",Inter State Inwards,64863,852546,23567.359101996
3224,India,23,Madhya Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",Inter State Outwards,18491,385432,17738.794312456
3225,India,23,Madhya Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",Intra State ,15852,395801,8335.462946632
3226,India,23,Madhya Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202002,"February, 2020",Inter State Inwards,65292,852001,22667.641462382
3227,India,23,Madhya Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202002,"February, 2020",Inter State Outwards,18706,395593,17624.977540187
3228,India,23,Madhya Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202002,"February, 2020",Intra State ,15772,393983,7938.104663393
3229,India,23,Madhya Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202003,"March, 2020",Inter State Inwards,56124,582123,16380.831190091
3230,India,23,Madhya Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202003,"March, 2020",Inter State Outwards,16201,266288,12763.269939895
3231,India,23,Madhya Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202003,"March, 2020",Intra State ,13848,271510,5856.172738115
3232,India,23,Madhya Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020",Inter State Inwards,11618,77490,6117.679557762
3233,India,23,Madhya Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020",Inter State Outwards,4558,66918,6288.84656339
3234,India,23,Madhya Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020",Intra State,3387,55384,1990.46659396
3235,India,23,Madhya Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202005,"May, 2020",Inter State Inwards,38737,296041,14176.269403013
3236,India,23,Madhya Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202005,"May, 2020",Inter State Outwards,10877,194593,11399.105228627
3237,India,23,Madhya Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202005,"May, 2020",Intra State,9807,207865,5586.548549921
3238,India,23,Madhya Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020",Inter State Inwards,59049,594656,21591.054371174
3239,India,23,Madhya Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020",Inter State Outwards,16484,311480,15129.358869934
3240,India,23,Madhya Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020",Intra State,13938,361928,7699.767733972
3241,India,23,Madhya Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020",Inter State Inwards,63036,725961,21151.518606692
3242,India,23,Madhya Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020",Inter State Outwards,17952,329813,16215.937003856
3243,India,23,Madhya Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020",Intra State,14710,385283,7634.606642014
3244,India,23,Madhya Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020",Inter State Inwards,60216,666413,20625.50345802
3245,India,23,Madhya Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020",Inter State Outwards,17469,314687,15993.385482331
3246,India,23,Madhya Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020",Intra State,14146,355368,7189.302921669
3247,India,23,Madhya Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020",Inter State Inwards,65668,770265,23253.187747716
3248,India,23,Madhya Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020",Inter State Outwards,19056,380939,18143.692811988
3249,India,23,Madhya Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020",Intra State,15419,420085,8378.556765902
3250,India,23,Madhya Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020",Inter State Inwards,72079,982319,26732.497846161
3251,India,23,Madhya Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020",Inter State Outwards,19709,433761,18989.131559315
3252,India,23,Madhya Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020",Intra State,16542,492332,9878.561811875
3253,India,23,Madhya Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",Inter State Inwards,66263,852413,2438870.43
3254,India,23,Madhya Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",Inter State Outwards,18388,363945,1793767.62
3255,India,23,Madhya Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",Intra State,15707,449249,936113.98
3256,India,23,Madhya Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",Inter State Inwards,66836,876992,26546.3189
3257,India,23,Madhya Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",Inter State Outwards,19920,443516,21341.2766
3258,India,23,Madhya Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",Intra State,16602,489886,10612.7871
3259,India,23,Madhya Pradesh,2021,"Calendar Year (Jan - Dec), 2021",202101,"January, 2021",Inter State Inwards,68098,896327,26393.45
3260,India,23,Madhya Pradesh,2021,"Calendar Year (Jan - Dec), 2021",202101,"January, 2021",Inter State Outwards,19759,425069,21048.05
3261,India,23,Madhya Pradesh,2021,"Calendar Year (Jan - Dec), 2021",202101,"January, 2021",Intra State,17326,512303,10776.26
3262,India,23,Madhya Pradesh,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021",Inter State Inwards,70211,935209,27341.8658
3263,India,23,Madhya Pradesh,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021",Inter State Outwards,20074,419446,20260.9996
3264,India,23,Madhya Pradesh,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021",Intra State,17630,533741,11728.672
3265,India,23,Madhya Pradesh,2021,"Calendar Year (Jan - Dec), 2021",202103,"March, 2021",Inter State Inwards,73235,1067517,31661.21
3266,India,23,Madhya Pradesh,2021,"Calendar Year (Jan - Dec), 2021",202103,"March, 2021",Inter State Outwards,21055,460198,22943.48
3267,India,23,Madhya Pradesh,2021,"Calendar Year (Jan - Dec), 2021",202103,"March, 2021",Intra State,19480,592013,13416.31
3268,India,23,Madhya Pradesh,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021",Inter State Inwards,59720,666435,24441.2422
3269,India,23,Madhya Pradesh,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021",Inter State Outwards,16954,361112,19108.4914
3270,India,23,Madhya Pradesh,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021",Intra State,14620,367664,9746.1182
3271,India,23,Madhya Pradesh,2021,"Calendar Year (Jan - Dec), 2021",202105,"May, 2021",Inter State Inwards,42758,422186,20354.4743
3272,India,23,Madhya Pradesh,2021,"Calendar Year (Jan - Dec), 2021",202105,"May, 2021",Inter State Outwards,13776,289261,17349.197
3273,India,23,Madhya Pradesh,2021,"Calendar Year (Jan - Dec), 2021",202105,"May, 2021",Intra State,11429,286367,8120.8672
3274,India,23,Madhya Pradesh,2021,"Calendar Year (Jan - Dec), 2021",202106,"June, 2021",Inter State Inwards,64843,707165,26283.3592
3275,India,23,Madhya Pradesh,2021,"Calendar Year (Jan - Dec), 2021",202106,"June, 2021",Inter State Outwards,18670,369791,20217.8122
3276,India,23,Madhya Pradesh,2021,"Calendar Year (Jan - Dec), 2021",202106,"June, 2021",Intra State,15972,482641,11041.914
3277,India,23,Madhya Pradesh,2021,"Calendar Year (Jan - Dec), 2021",202107,"July, 2021",Inter State Inwards,69795,878683,29211.3977
3278,India,23,Madhya Pradesh,2021,"Calendar Year (Jan - Dec), 2021",202107,"July, 2021",Inter State Outwards,20047,400962,22366.7029
3279,India,23,Madhya Pradesh,2021,"Calendar Year (Jan - Dec), 2021",202107,"July, 2021",Intra State,17077,527883,11663.2205
3280,India,23,Madhya Pradesh,2021,"Calendar Year (Jan - Dec), 2021",202108,"August, 2021",Inter State Inwards,68184,876552,27998.7133
3281,India,23,Madhya Pradesh,2021,"Calendar Year (Jan - Dec), 2021",202108,"August, 2021",Inter State Outwards,19335,392524,21427.0312
3282,India,23,Madhya Pradesh,2021,"Calendar Year (Jan - Dec), 2021",202108,"August, 2021",Intra State,16863,499841,10856.2636
3283,India,23,Madhya Pradesh,2021,"Calendar Year (Jan - Dec), 2021",202109,"September, 2021",Inter State Inwards,71585,867453,28818.7438
3284,India,23,Madhya Pradesh,2021,"Calendar Year (Jan - Dec), 2021",202109,"September, 2021",Inter State Outwards,20162,430466,22192.8636
3285,India,23,Madhya Pradesh,2021,"Calendar Year (Jan - Dec), 2021",202109,"September, 2021",Intra State,17458,523381,11111.4082
3286,India,23,Madhya Pradesh,2021,"Calendar Year (Jan - Dec), 2021",202110,"October, 2021",Inter State Inwards,51142,457220,15539.3854
3287,India,23,Madhya Pradesh,2021,"Calendar Year (Jan - Dec), 2021",202110,"October, 2021",Inter State Outwards,1134,11308,495.9218
3288,India,23,Madhya Pradesh,2021,"Calendar Year (Jan - Dec), 2021",202110,"October, 2021",Intra State,56,6138,29.2325
3289,India,23,Madhya Pradesh,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021",Inter State Inwards,51142,457220,15539.3854
3290,India,23,Madhya Pradesh,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021",Inter State Outwards,1134,11308,495.9218
3291,India,23,Madhya Pradesh,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021",Intra State,56,6138,29.2325
3292,India,23,Madhya Pradesh,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021",Inter State Inwards,72854,948147,3392126.13
3293,India,23,Madhya Pradesh,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021",Inter State Outwards,21683,473614,2636410.04
3294,India,23,Madhya Pradesh,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021",Intra State,23153,753391,1734788.9
3295,India,23,Madhya Pradesh,2022,"Calendar Year (Jan - Dec), 2022",202201,"January, 2022",Inter State Inwards,72003,927196,3186546.4
3296,India,23,Madhya Pradesh,2022,"Calendar Year (Jan - Dec), 2022",202201,"January, 2022",Inter State Outwards,21491,439667,2549894.66
3297,India,23,Madhya Pradesh,2022,"Calendar Year (Jan - Dec), 2022",202201,"January, 2022",Intra State,24363,779651,1788751.75
3298,India,23,Madhya Pradesh,2022,"Calendar Year (Jan - Dec), 2022",202202,"February, 2022",Inter State Inwards,72436,933122,3225743.31
3299,India,23,Madhya Pradesh,2022,"Calendar Year (Jan - Dec), 2022",202202,"February, 2022",Inter State Outwards,21669,455875,2504568.89
3300,India,23,Madhya Pradesh,2022,"Calendar Year (Jan - Dec), 2022",202202,"February, 2022",Intra State,24924,803487,1848689.24
3301,India,23,Madhya Pradesh,2022,"Calendar Year (Jan - Dec), 2022",202203,"March, 2022",Inter State Inwards,76375,1075571,3735798.84
3302,India,23,Madhya Pradesh,2022,"Calendar Year (Jan - Dec), 2022",202203,"March, 2022",Inter State Outwards,22778,518017,2909666.38
3303,India,23,Madhya Pradesh,2022,"Calendar Year (Jan - Dec), 2022",202203,"March, 2022",Intra State,26731,918040,2151094.98
3304,India,23,Madhya Pradesh,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022",Inter State Inwards,75809,1065638,3580354.18
3305,India,23,Madhya Pradesh,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022",Inter State Outwards,21682,481724,2708914.86
3306,India,23,Madhya Pradesh,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022",Intra State,24914,878721,2014861.89
3307,India,23,Madhya Pradesh,2022,"Calendar Year (Jan - Dec), 2022",202205,"May, 2022",Inter State Inwards,72819,912102,3368171.67
3308,India,23,Madhya Pradesh,2022,"Calendar Year (Jan - Dec), 2022",202205,"May, 2022",Inter State Outwards,21276,475951,2554832.01
3309,India,23,Madhya Pradesh,2022,"Calendar Year (Jan - Dec), 2022",202205,"May, 2022",Intra State,24080,863040,1936021.75
3310,India,23,Madhya Pradesh,2022,"Calendar Year (Jan - Dec), 2022",202206,"June, 2022",Inter State Inwards,72155,889409,3383707.92
3311,India,23,Madhya Pradesh,2022,"Calendar Year (Jan - Dec), 2022",202206,"June, 2022",Inter State Outwards,21294,482090,2571027.38
3312,India,23,Madhya Pradesh,2022,"Calendar Year (Jan - Dec), 2022",202206,"June, 2022",Intra State,23596,924369,1997013.39
3313,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018",Inter State Inwards,99351,1148821,521378563300.77
3314,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018",Inter State Outwards,100201,2484835,699939658784.18
3315,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018",Intra State,54239,1323448,373671204786.27
3316,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018",Inter State Inwards,111115,1371995,650055900469.08
3317,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018",Inter State Outwards,110295,3613338,896002743132.7
3318,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018",Intra State,60563,1579416,453424876980.34
3319,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",201809,"September, 2018",Inter State Inwards,108799,1285695,601726215005.34
3320,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",201809,"September, 2018",Inter State Outwards,107256,3424181,842317363425.86
3321,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",201809,"September, 2018",Intra State,59459,1433308,428860538909.55
3322,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018",Inter State Inwards,116242,1403262,660920363618.77
3323,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018",Inter State Outwards,118902,4065864,922245550813.1
3324,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018",Intra State,100323,2801656,769548337265.08
3325,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",201811,"November, 2018",Inter State Inwards,103007,1102154,569231608579.64
3326,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",201811,"November, 2018",Inter State Outwards,105954,2525219,768890918565.3
3327,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",201811,"November, 2018",Intra State,90897,2201498,640870409282.02
3328,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018",Inter State Inwards,116292,1390899,642499408132.62
3329,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018",Inter State Outwards,115971,3562358,877291971377.09
3330,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018",Intra State,100938,2860956,755871678598.72
3331,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",201901,"January, 2019",Inter State Inwards,114876,1371163,61671.65
3332,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",201901,"January, 2019",Inter State Outwards,116568,3847365,86001.2
3333,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",201901,"January, 2019",Intra State,103012,2900099,73337.08
3334,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019",Inter State Inwards,113446,1335200,60396.66
3335,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019",Inter State Outwards,116452,3689081,83168.81
3336,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019",Intra State,104178,2793565,71787.01
3337,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",201903,"March, 2019",Inter State Inwards,114465,1381818,66747.37
3338,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",201903,"March, 2019",Inter State Outwards,118556,3858497,93192.28
3339,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",201903,"March, 2019",Intra State,108436,2903817,78516.69
3340,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019",Inter State Inwards,114589,1331592,60063.792404726
3341,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019",Inter State Outwards,118615,4146041,85203.012007389
3342,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019",Intra State ,108324,2875155,83070.05696155
3343,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",201905,"May, 2019",Inter State Inwards,115324,1402321,63493.876114174
3344,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",201905,"May, 2019",Inter State Outwards,118247,3839282,88409.124906151
3345,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",201905,"May, 2019",Intra State ,108641,2930529,74907.249415295
3346,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019",Inter State Inwards,112015,1311037,62691.364843319
3347,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019",Inter State Outwards,113892,2966830,80702.399396376
3348,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019",Intra State ,106017,2780134,70154.608808993
3349,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019",Inter State Inwards,115834,1404796,68831.595296155
3350,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019",Inter State Outwards,116493,3229220,83886.034704513
3351,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019",Intra State ,109865,2944017,71400.097825425
3352,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",201908,"August, 2019",Inter State Inwards,112104,1322808,67660.793496065
3353,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",201908,"August, 2019",Inter State Outwards,114473,3420764,83059.922085819
3354,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",201908,"August, 2019",Intra State ,105942,2670030,66175.326216032
3355,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019",Inter State Inwards,116440,1370147,65480.222655401
3356,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019",Inter State Outwards,117120,3803358,85175.16655595
3357,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019",Intra State ,109954,2830146,68653.231854415
3358,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019",Inter State Inwards,113006,1331331,60737.405925871
3359,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019",Inter State Outwards,118995,4054270,84792.892542601
3360,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019",Intra State ,112180,2826782,68590.489061069
3361,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019",Inter State Inwards,117439,1417453,67216.283589517
3362,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019",Inter State Outwards,114907,3226326,84076.729046084
3363,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019",Intra State ,111212,3001222,75753.014068634
3364,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019",Inter State Inwards,120724,1502452,66766.4590598
3365,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019",Inter State Outwards,120011,3788951,89851.860580674
3366,India,24,Gujarat,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019",Intra State ,117427,3386352,87581.856458692
3367,India,24,Gujarat,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",Inter State Inwards,121749,1512702,72173.963757775
3368,India,24,Gujarat,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",Inter State Outwards,121169,4116895,90018.642365389
3369,India,24,Gujarat,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",Intra State ,119070,3366521,86692.83391505
3370,India,24,Gujarat,2020,"Calendar Year (Jan - Dec), 2020",202002,"February, 2020",Inter State Inwards,121393,1497662,65023.771826914
3371,India,24,Gujarat,2020,"Calendar Year (Jan - Dec), 2020",202002,"February, 2020",Inter State Outwards,122387,4164812,90013.018593083
3372,India,24,Gujarat,2020,"Calendar Year (Jan - Dec), 2020",202002,"February, 2020",Intra State ,120327,3270194,83063.069356516
3373,India,24,Gujarat,2020,"Calendar Year (Jan - Dec), 2020",202003,"March, 2020",Inter State Inwards,101907,1001887,45885.897261452
3374,India,24,Gujarat,2020,"Calendar Year (Jan - Dec), 2020",202003,"March, 2020",Inter State Outwards,112067,2804237,66543.880113065
3375,India,24,Gujarat,2020,"Calendar Year (Jan - Dec), 2020",202003,"March, 2020",Intra State ,109942,2306678,60649.892027719
3376,India,24,Gujarat,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020",Inter State Inwards,16834,150025,16896.770510217
3377,India,24,Gujarat,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020",Inter State Outwards,15391,251014,28169.704794987
3378,India,24,Gujarat,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020",Intra State,26738,558958,21574.428152995
3379,India,24,Gujarat,2020,"Calendar Year (Jan - Dec), 2020",202005,"May, 2020",Inter State Inwards,53464,475817,37518.201930107
3380,India,24,Gujarat,2020,"Calendar Year (Jan - Dec), 2020",202005,"May, 2020",Inter State Outwards,53614,800352,52998.291785061
3381,India,24,Gujarat,2020,"Calendar Year (Jan - Dec), 2020",202005,"May, 2020",Intra State,71141,1465131,45074.619155478
3382,India,24,Gujarat,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020",Inter State Inwards,93804,939238,50438.49089146
3383,India,24,Gujarat,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020",Inter State Outwards,102166,2168602,72725.423089348
3384,India,24,Gujarat,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020",Intra State,105621,2453201,64733.725661575
3385,India,24,Gujarat,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020",Inter State Inwards,105010,1185503,53609.705986289
3386,India,24,Gujarat,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020",Inter State Outwards,111084,2581762,81253.494730644
3387,India,24,Gujarat,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020",Intra State,114769,2874099,72713.105772526
3388,India,24,Gujarat,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020",Inter State Inwards,105578,1182103,55187.021553357
3389,India,24,Gujarat,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020",Inter State Outwards,111059,2671834,79307.542563481
3390,India,24,Gujarat,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020",Intra State,111345,2704487,69251.580564191
3391,India,24,Gujarat,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020",Inter State Inwards,118345,1546898,66303.617403874
3392,India,24,Gujarat,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020",Inter State Outwards,121660,3390931,91511.400593615
3393,India,24,Gujarat,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020",Intra State,123449,3337369,82828.555257298
3394,India,24,Gujarat,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020",Inter State Inwards,126615,1701829,73944.917452114
3395,India,24,Gujarat,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020",Inter State Outwards,128259,4659416,101204.417500003
3396,India,24,Gujarat,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020",Intra State,131622,3851455,94627.330926859
3397,India,24,Gujarat,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",Inter State Inwards,114959,1433873,6479548.02
3398,India,24,Gujarat,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",Inter State Outwards,120032,3612885,8929394.06
3399,India,24,Gujarat,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",Intra State,123321,3219972,8493274.45
3400,India,24,Gujarat,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",Inter State Inwards,127138,1727524,78249.2901
3401,India,24,Gujarat,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",Inter State Outwards,126002,4048798,105479.7574
3402,India,24,Gujarat,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",Intra State,132978,3855526,104512.7562
3403,India,24,Gujarat,2021,"Calendar Year (Jan - Dec), 2021",202101,"January, 2021",Inter State Inwards,127061,1673552,83169.36
3404,India,24,Gujarat,2021,"Calendar Year (Jan - Dec), 2021",202101,"January, 2021",Inter State Outwards,127861,4134218,104041.46
3405,India,24,Gujarat,2021,"Calendar Year (Jan - Dec), 2021",202101,"January, 2021",Intra State,135316,3852947,105088.62
