srcStateName,srcYear,srcMonth,Central Goods and Services Tax ( CGST ) Revenue,State Goods and Services Tax ( SGST )Revenue,Integrated Goods and Services Tax ( IGST )Revenue,CESS Tax Revenue,YearCode,Year,MonthCode,Month
Gujarat,2020-21,Nov-2020,1922.9005927,2414.5409488,2675.3334469,474.6972484,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020"
Daman and Diu,2020-21,Nov-2020,0.5678312,0.5736797,0.8100687,0.0004189,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020"
Maharashtra,2020-21,Nov-2020,3953.2856496,4831.7409409,5117.5022396,987.9299326,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020"
Haryana,2021-22,Nov-2021,999.7960059,1377.157763,3197.724764,440.8595213,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021"
Puducherry,2021-22,Nov-2021,18.4254934,30.2004102,123.1138167,0.5134306,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021"
Madhya Pradesh,2021-22,Nov-2021,638.556802,852.9456273,753.395586,562.8908367,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021"
Jharkhand,2021-22,Nov-2021,395.3650226,520.5929718,996.7656268,424.1932049,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021"
West Bengal,2021-22,Nov-2021,1263.577406,1558.685991,954.8703075,305.6006109,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021"
Tamil Nadu,2021-22,Nov-2021,1958.492693,2708.358491,2573.628865,554.4834944,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021"
Odisha,2021-22,Nov-2021,1001.07602,1157.692135,1223.240633,753.7659218,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021"
Chattisgarh,2021-22,Nov-2021,503.3358,595.4406358,790.1391303,565.2290333,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021"
Punjab,2021-22,Nov-2021,463.0398181,704.9454363,655.5210764,21.7098761,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021"
Uttarakhand,2021-22,Nov-2021,233.4097794,356.9898045,665.7639176,7.1081894,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021"
Ladakh,2021-22,Nov-2021,4.6297016,5.9040484,2.8250552,0.0451091,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021"
Uttar Pradesh,2021-22,Nov-2021,1507.603622,2157.919739,1803.143488,1167.485487,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021"
Gujarat,2021-22,Nov-2021,2657.940918,3207.779795,3078.371653,624.8936705,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021"
Assam,2021-22,Nov-2021,283.6506629,373.6915744,300.1482,34.0421855,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021"
Daman and Diu,2021-22,Nov-2021,0.0341884,0.0342538,0.0478119,0,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021"
Meghalaya,2021-22,Nov-2021,27.0462466,35.6251705,89.2065932,0.3065016,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021"
Tripura,2021-22,Nov-2021,20.6242396,28.9571925,7.9049146,0.1991845,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021"
Dadra and Nagar Haveli,2021-22,Nov-2021,33.5322145,47.13871,189.1745054,0.3311527,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021"
Mizoram,2021-22,Nov-2021,8.9020077,12.0340225,2.0471717,0.0231778,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021"
Manipur,2021-22,Nov-2021,12.1257438,17.9380776,5.3265932,0.0957829,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021"
Maharashtra,2021-22,Nov-2021,5089.138107,6157.535816,6108.239205,1301.338456,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021"
Nagaland,2021-22,Nov-2021,10.014208,13.2502979,6.3986262,0.5753185,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021"
Karnataka,2021-22,Nov-2021,2044.07519,2632.660854,3400.374291,970.9730799,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021"
Arunachal Pradesh,2021-22,Nov-2021,13.1159557,17.5851359,9.5324724,0.0439497,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021"
Andhra Pradesh,2021-22,Nov-2021,639.4639152,899.5022779,999.7376635,210.9294182,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021"
Sikkim,2021-22,Nov-2021,13.3572712,18.6535644,175.2074802,0.099755,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021"
Chandigarh,2021-22,Nov-2021,35.872005,48.9417948,92.5520002,2.3028501,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021"
Kerala,2021-22,Nov-2021,651.1636411,894.5055662,573.1334489,9.9196798,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021"
Goa,2021-22,Nov-2021,99.0292346,138.3141982,278.5449568,2.1365361,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021"
Jammu and Kashmir,2021-22,Nov-2021,110.5889742,161.0868214,107.3455147,3.793381,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021"
Bihar,2021-22,Nov-2021,284.0256388,481.2524236,113.1870342,151.4682588,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021"
Rajasthan,2021-22,Nov-2021,992.3978769,1312.619826,1208.898813,184.5083019,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021"
Himachal Pradesh,2021-22,Nov-2021,123.5707897,188.5962792,446.8617794,2.9052599,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021"
Telangana,2021-22,Nov-2021,952.0406279,1310.369092,1118.99911,549.7310167,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021"
Lakshadweep,2021-22,Nov-2021,1.0379835,1.0750303,0.1368071,0,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021"
Delhi,2021-22,Nov-2021,877.5103637,1087.954391,2323.122067,98.3330854,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021"
Andaman and Nicobar Island,2021-22,Nov-2021,7.4051308,9.7939587,6.9695629,0.0160783,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021"
Sikkim,2017-18,Oct-2017,10.1599464,13.3563709,116.7161794,0.0824302,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017"
Chattisgarh,2017-18,Oct-2017,220.9332513,306.2298227,479.9310026,547.9893487,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017"
Madhya Pradesh,2017-18,Oct-2017,355.1400687,577.0680647,587.7755167,407.2407795,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017"
Daman and Diu,2017-18,Oct-2017,8.5077103,14.5072588,105.4050259,0.0373457,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017"
Dadra and Nagar Haveli,2017-18,Oct-2017,13.5996626,19.9066628,130.7375641,0.1682929,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017"
Maharashtra,2017-18,Oct-2017,3559.8157525,4938.8981058,4765.3803081,1056.365278,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017"
Karnataka,2017-18,Oct-2017,1283.3344738,1921.9218133,2232.1608107,811.0865067,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017"
Goa,2017-18,Oct-2017,69.238695,105.5068068,168.5188808,2.9374754,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017"
Lakshadweep,2017-18,Oct-2017,0.2814887,0.3034568,0.0175332,0,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017"
Kerala,2017-18,Oct-2017,458.2358864,736.9031991,254.3527239,7.6496259,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017"
Tamil Nadu,2017-18,Oct-2017,1457.134805,2132.2861283,1913.9156037,589.6108834,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017"
Puducherry,2017-18,Oct-2017,19.8701837,31.5345153,91.3391566,1.4895202,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017"
Andaman and Nicobar Island,2017-18,Oct-2017,8.0031668,9.850591,0.7024026,0.0385945,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017"
Telangana,2017-18,Oct-2017,565.1486363,847.6089539,853.9596985,492.0375778,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017"
Andhra Pradesh,2017-18,Oct-2017,435.1613646,701.8627135,670.8374297,20.7225897,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017"
Gujarat,2017-18,Oct-2017,1400.7650406,1880.7641467,2286.6796594,314.5823328,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017"
Jammu and Kashmir,2017-18,Oct-2017,63.3886318,113.1769893,108.0590888,3.0859659,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017"
Himachal Pradesh,2017-18,Oct-2017,70.7707847,133.4158849,494.6760923,1.526841,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017"
Punjab,2017-18,Oct-2017,263.7973041,477.6332186,522.0936516,13.4868215,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017"
Chandigarh,2017-18,Oct-2017,29.2535349,42.090451,72.2341059,1.0320485,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017"
Uttarakhand,2017-18,Oct-2017,143.495501,278.7185118,1240.6174829,22.9700581,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017"
Haryana,2017-18,Oct-2017,700.0331862,1144.4629117,2849.5611361,369.1547677,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017"
Delhi,2017-18,Oct-2017,760.1582121,1069.1453867,1588.9533746,108.5730676,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017"
Rajasthan,2017-18,Oct-2017,530.7812222,808.6595783,759.746047,156.5467211,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017"
Uttar Pradesh,2017-18,Oct-2017,928.4177549,1477.1341059,1340.5083006,930.6533253,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017"
Bihar,2017-18,Oct-2017,140.7975165,307.7135492,65.0183806,131.6292909,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017"
Arunachal Pradesh,2017-18,Oct-2017,4.1603256,6.0482555,2.2221834,0.2124745,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017"
Nagaland,2017-18,Oct-2017,3.7316848,5.6854134,5.1685774,0.1210034,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017"
Manipur,2017-18,Oct-2017,6.3141829,12.2637581,0.9216,0.0076376,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017"
Mizoram,2017-18,Oct-2017,3.9285331,5.5474912,0.9857878,0.003046,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017"
Tripura,2017-18,Oct-2017,23.6197302,30.5417721,2.8925238,0.1597283,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017"
Meghalaya,2017-18,Oct-2017,10.5978214,16.6892574,38.0438078,0.1013994,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017"
Assam,2017-18,Oct-2017,147.9283862,237.6757831,200.2854649,38.6627404,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017"
West Bengal,2017-18,Oct-2017,693.8690517,1042.514896,708.6719041,339.5156237,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017"
Jharkhand,2017-18,Oct-2017,230.019568,347.4802524,715.4549019,453.733479,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017"
Odisha,2017-18,Oct-2017,321.877051,529.8636098,481.1433503,468.0496865,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017"
Karnataka,2018-19,Oct-2018,1385.8136086,1880.1280757,2445.1817092,876.3791266,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018"
Punjab,2018-19,Oct-2018,268.7808,431.2027063,417.0856811,12.3945438,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018"
Chandigarh,2018-19,Oct-2018,26.0838602,34.7807541,80.0550362,0.2976356,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018"
Uttarakhand,2018-19,Oct-2018,179.3876103,341.4305087,868.6355693,21.3766063,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018"
Haryana,2018-19,Oct-2018,707.7284863,1053.8117628,2373.9496775,325.7475132,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018"
Delhi,2018-19,Oct-2018,666.3819589,859.7420916,1671.1471208,89.8217282,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018"
Rajasthan,2018-19,Oct-2018,672.0505091,949.1091956,820.3026557,112.4381015,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018"
Uttar Pradesh,2018-19,Oct-2018,1023.3675367,1580.7591222,1327.7249619,903.2160419,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018"
Bihar,2018-19,Oct-2018,197.937667,397.0912006,92.4567042,124.9358277,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018"
Sikkim,2018-19,Oct-2018,9.8907138,15.2325688,115.5064462,0.3239732,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018"
Jammu and Kashmir,2018-19,Oct-2018,84.909506,133.2337308,103.0280636,2.8872393,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018"
Arunachal Pradesh,2018-19,Oct-2018,9.7935302,14.6746798,3.2468208,0.4857077,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018"
Nagaland,2018-19,Oct-2018,4.8066328,8.0035951,5.24799,0.5236949,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018"
Manipur,2018-19,Oct-2018,7.7591712,15.1766702,1.2340071,0.1450276,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018"
Mizoram,2018-19,Oct-2018,2.4241458,5.01189,2.7698652,0.0024066,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018"
Tripura,2018-19,Oct-2018,15.3099285,23.7754561,4.9456637,0.2743339,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018"
Meghalaya,2018-19,Oct-2018,16.2599516,25.764726,52.3961324,1.1771564,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018"
Assam,2018-19,Oct-2018,203.1878983,288.7523295,226.9986167,37.8522598,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018"
West Bengal,2018-19,Oct-2018,921.3699264,1223.7845884,811.5997859,278.6640906,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018"
Jharkhand,2018-19,Oct-2018,359.9907185,469.1622859,894.1650269,368.0056574,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018"
Odisha,2018-19,Oct-2018,423.2943506,555.9379998,755.7475856,454.7089063,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018"
Chattisgarh,2018-19,Oct-2018,321.9665405,423.9190072,523.2671279,467.5445875,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018"
Madhya Pradesh,2018-19,Oct-2018,435.6859691,640.6590337,514.6594687,401.5038436,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018"
Gujarat,2018-19,Oct-2018,1591.8443005,1998.9195189,2260.971875,307.4804315,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018"
Daman and Diu,2018-19,Oct-2018,9.6698272,11.4146118,76.4077625,0.0374944,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018"
Dadra and Nagar Haveli,2018-19,Oct-2018,15.8804069,26.209848,102.3225135,0.0122316,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018"
Maharashtra,2018-19,Oct-2018,3671.817157,4595.0674758,5314.0617851,953.3862193,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018"
Himachal Pradesh,2018-19,Oct-2018,78.7656224,124.5397902,445.7776486,1.545973,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018"
Goa,2018-19,Oct-2018,76.3914668,112.6937278,122.157057,1.4629452,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018"
Lakshadweep,2018-19,Oct-2018,0.0408443,0.0540533,0.0497983,0,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018"
Kerala,2018-19,Oct-2018,451.4794254,787.7685397,256.7208293,4.6611735,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018"
Tamil Nadu,2018-19,Oct-2018,1389.8715147,2045.8830783,1902.1223864,752.6885592,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018"
Puducherry,2018-19,Oct-2018,18.7212162,30.5560241,91.6633882,0.0904788,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018"
Andaman and Nicobar Island,2018-19,Oct-2018,3.8932419,7.427769,1.5844835,0.0027515,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018"
Telangana,2018-19,Oct-2018,646.0222188,904.4367047,820.1361285,522.3198859,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018"
Andhra Pradesh,2018-19,Oct-2018,548.3142355,786.6178692,856.4249996,20.9040086,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018"
Puducherry,2019-20,Oct-2019,19.5715143,30.7285493,94.5631402,0.8715687,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019"
Delhi,2019-20,Oct-2019,717.5635518,959.7628306,1720.7669458,86.0721604,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019"
Uttar Pradesh,2019-20,Oct-2019,1080.6141159,1655.6269593,1309.4819503,1056.8590414,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019"
Rajasthan,2019-20,Oct-2019,654.8682502,909.5742249,750.1233636,110.4701587,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019"
Jammu and Kashmir,2019-20,Oct-2019,77.0920285,122.6309028,109.5794818,3.2200003,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019"
Himachal Pradesh,2019-20,Oct-2019,96.9505184,143.4287167,427.6776986,1.0358541,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019"
Punjab,2019-20,Oct-2019,281.5166703,480.0977905,412.4936722,15.2381808,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019"
Chandigarh,2019-20,Oct-2019,27.8944797,40.4241082,88.3514217,0.3612022,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019"
Uttarakhand,2019-20,Oct-2019,204.307502,316.0714875,620.9227064,12.0344515,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019"
Bihar,2019-20,Oct-2019,248.994899,402.7016872,107.1523092,181.222317,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019"
Sikkim,2019-20,Oct-2019,9.7449648,13.1419891,163.1753262,0.0641593,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019"
Arunachal Pradesh,2019-20,Oct-2019,15.6954912,20.7380752,4.1953213,0.3425922,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019"
Nagaland,2019-20,Oct-2019,7.8976867,10.3952266,6.1145834,0.0935659,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019"
Manipur,2019-20,Oct-2019,16.2485567,24.5945446,2.1253055,0.100148,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019"
Mizoram,2019-20,Oct-2019,5.2367282,9.9292085,3.0398383,0.1707249,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019"
Tripura,2019-20,Oct-2019,20.4050093,29.0884606,4.8708847,0.054956,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019"
Meghalaya,2019-20,Oct-2019,18.3807048,27.1344844,67.3683942,0.0111284,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019"
Assam,2019-20,Oct-2019,262.5121989,357.3426472,221.8632596,46.4206545,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019"
West Bengal,2019-20,Oct-2019,940.1661023,1264.2533194,718.8718958,339.74943,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019"
Jharkhand,2019-20,Oct-2019,289.1943904,400.1657945,412.6837835,334.6928709,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019"
Odisha,2019-20,Oct-2019,486.8617344,627.7284741,559.470338,319.7845294,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019"
Chattisgarh,2019-20,Oct-2019,312.6373566,395.2093938,496.8538455,364.9408117,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019"
Madhya Pradesh,2019-20,Oct-2019,464.1250509,639.0165487,559.5311651,389.934874,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019"
Gujarat,2019-20,Oct-2019,1634.8568363,2016.4001144,1850.6120927,385.659715,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019"
Daman and Diu,2019-20,Oct-2019,7.6565644,11.3048073,64.2016574,0.0257752,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019"
Dadra and Nagar Haveli,2019-20,Oct-2019,16.2256617,20.7965789,92.6791296,0.0790292,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019"
Maharashtra,2019-20,Oct-2019,3947.7365698,4818.4202241,5484.4935235,858.8228702,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019"
Karnataka,2019-20,Oct-2019,1613.986375,2142.7344485,2089.6650877,828.6278946,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019"
Goa,2019-20,Oct-2019,76.1603934,107.5134853,126.4821954,1.0007454,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019"
Lakshadweep,2019-20,Oct-2019,1.0505257,1.3795629,0.0366216,0,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019"
Kerala,2019-20,Oct-2019,490.2958122,765.84616,281.0727808,11.9705489,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019"
Tamil Nadu,2019-20,Oct-2019,1526.6147806,2128.5467436,1876.3747326,577.1016004,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019"
Andaman and Nicobar Island,2019-20,Oct-2019,12.7251289,16.090996,2.9055995,0.0122928,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019"
Telangana,2019-20,Oct-2019,765.3217996,1010.3297905,980.6519356,474.1270885,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019"
Andhra Pradesh,2019-20,Oct-2019,470.0689635,656.5669413,716.395794,131.8467959,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019"
Ladakh,2019-20,Oct-2019,0,0,0,0,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019"
Haryana,2019-20,Oct-2019,752.4717456,1088.37728,2437.3896027,299.8067493,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019"
Maharashtra,2020-21,Oct-2020,4188.9261573,4975.6465398,5808.2990069,825.97561,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020"
Telangana,2020-21,Oct-2020,835.9132787,1122.4750291,1001.2385659,423.7635319,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020"
Andaman and Nicobar Island,2020-21,Oct-2020,6.1578395,10.2849628,1.9566768,0.1402601,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020"
Puducherry,2020-21,Oct-2020,20.1167628,30.9482689,109.66367,0.2077856,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020"
Tamil Nadu,2020-21,Oct-2020,1745.065496,2402.5369264,2284.784848,468.4526266,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020"
Kerala,2020-21,Oct-2020,541.8632157,798.8675907,319.9712993,3.8236042,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020"
Lakshadweep,2020-21,Oct-2020,0.3588668,0.657914,0.0980287,,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020"
Goa,2020-21,Oct-2020,59.6968543,84.4579836,164.525141,0.9703903,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020"
Andhra Pradesh,2020-21,Oct-2020,573.464566,805.3436916,832.6326793,268.7783156,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020"
Ladakh,2020-21,Oct-2020,5.4982359,6.6705289,1.8783683,0.0020027,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020"
Madhya Pradesh,2020-21,Oct-2020,546.9971569,754.3458952,642.0098228,459.8896853,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020"
Chattisgarh,2020-21,Oct-2020,383.3141967,450.1221633,698.6967993,441.8351755,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020"
Odisha,2020-21,Oct-2020,523.7219726,660.0935294,731.6467995,503.8148636,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020"
Himachal Pradesh,2020-21,Oct-2020,113.5910415,163.0253552,413.5010743,0.8451015,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020"
Jammu and Kashmir,2020-21,Oct-2020,98.2296936,163.6176732,111.2872002,3.9978065,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020"
Rajasthan,2020-21,Oct-2020,739.2646819,1018.5433998,1072.020946,135.5010164,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020"
Delhi,2020-21,Oct-2020,637.6298214,813.3423304,1682.8726194,76.7972147,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020"
Haryana,2020-21,Oct-2020,866.2438697,1195.7568693,2974.0782726,396.6006506,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020"
Jharkhand,2020-21,Oct-2020,312.7010496,415.8550551,646.3720487,396.2304114,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020"
West Bengal,2020-21,Oct-2020,1100.1362445,1427.9732937,906.2672888,303.2592948,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020"
Assam,2020-21,Oct-2020,302.6441138,410.3893915,290.720907,12.9043443,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020"
Meghalaya,2020-21,Oct-2020,21.2164425,28.6057827,67.1773455,0.3812302,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020"
Tripura,2020-21,Oct-2020,22.0874877,29.437602,5.5996108,0.0637556,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020"
Mizoram,2020-21,Oct-2020,10.5598884,17.7033744,3.1925326,0.1981635,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020"
Manipur,2020-21,Oct-2020,15.9754735,25.181686,1.9176764,0.1043135,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020"
Nagaland,2020-21,Oct-2020,10.5840506,13.1577674,5.576382,0.1833473,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020"
Arunachal Pradesh,2020-21,Oct-2020,39.3475751,50.3457809,7.4196794,0.4550931,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020"
Uttarakhand,2020-21,Oct-2020,228.9259484,335.9678837,696.3086893,11.0149856,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020"
Sikkim,2020-21,Oct-2020,13.0634681,17.9120601,145.8863327,0.0138489,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020"
Bihar,2020-21,Oct-2020,277.0813299,478.3281573,119.1125426,135.9271946,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020"
Uttar Pradesh,2020-21,Oct-2020,1207.8112054,1768.7132934,1466.5978551,1027.6940971,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020"
