srcStateName,srcYear,srcMonth,Central Goods and Services Tax ( CGST ) Revenue,State Goods and Services Tax ( SGST )Revenue,Integrated Goods and Services Tax ( IGST )Revenue,CESS Tax Revenue,YearCode,Year,MonthCode,Month
Bihar,2022-23,May-2022,313.8,546.19,149.81,167.77,2022,"Calendar Year (Jan - Dec), 2022",202205,"May, 2022"
Madhya Pradesh,2018-19,Dec-2018,478.2679568,663.3771375,560.7800642,391.9207899,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018"
Chattisgarh,2018-19,Dec-2018,314.8428038,409.7144804,554.2477745,573.2004975,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018"
Odisha,2018-19,Dec-2018,443.581981,572.3815215,823.6046549,507.0347503,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018"
Himachal Pradesh,2018-19,Dec-2018,89.7012549,139.6098074,364.6905752,0.7310006,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018"
Jharkhand,2018-19,Dec-2018,298.3246822,411.1482261,855.4404579,430.5650717,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018"
West Bengal,2018-19,Dec-2018,937.39934,1230.5326702,737.1228691,324.9388584,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018"
Assam,2018-19,Dec-2018,198.4293594,270.0028676,231.2191239,43.5165784,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018"
Meghalaya,2018-19,Dec-2018,14.0526288,20.9760321,72.8681763,0.1380121,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018"
Tripura,2018-19,Dec-2018,17.2872865,25.6468545,4.8896917,0.1362217,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018"
Mizoram,2018-19,Dec-2018,3.5805357,6.0747575,3.3130995,0.1144628,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018"
Manipur,2018-19,Dec-2018,9.7749619,15.6500564,1.4412333,0.2492005,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018"
Nagaland,2018-19,Dec-2018,4.2461554,6.8732649,4.5472547,0.8700492,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018"
Arunachal Pradesh,2018-19,Dec-2018,9.2506659,12.4095089,4.1840752,0.1056056,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018"
Sikkim,2018-19,Dec-2018,7.2957051,11.4918043,130.6567142,0.2787159,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018"
Bihar,2018-19,Dec-2018,220.5223698,393.5157676,118.8477147,176.3726532,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018"
Uttar Pradesh,2018-19,Dec-2018,1065.0085264,1622.8371166,1206.5299059,1062.4014845,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018"
Rajasthan,2018-19,Dec-2018,668.6995391,924.6050443,752.8512587,110.2584197,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018"
Delhi,2018-19,Dec-2018,651.2487425,845.0060136,1574.8405695,89.2276632,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018"
Haryana,2018-19,Dec-2018,657.0173799,971.0852087,2690.7657555,327.4312684,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018"
Uttarakhand,2018-19,Dec-2018,154.2477598,292.6765139,591.4615853,16.8412426,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018"
Chandigarh,2018-19,Dec-2018,28.6799005,40.6391036,73.3331583,0.2209923,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018"
Odisha,2019-20,Dec-2019,529.779838,726.285097,696.03539,431.180592,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019"
Ladakh,2019-20,Dec-2019,0,0,0,0,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019"
Andhra Pradesh,2019-20,Dec-2019,540.12859,768.805517,719.763547,236.230211,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019"
Telangana,2019-20,Dec-2019,844.087048,1135.818619,877.370961,563.191891,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019"
Andaman and Nicobar Island,2019-20,Dec-2019,10.260594,17.05298,2.280855,0.187364,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019"
Puducherry,2019-20,Dec-2019,22.556759,34.187303,108.584403,0.122958,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019"
Tamil Nadu,2019-20,Dec-2019,1632.186011,2302.397399,1928.961982,558.265155,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019"
Kerala,2019-20,Dec-2019,527.054951,801.833695,311.536032,10.269507,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019"
Lakshadweep,2019-20,Dec-2019,0.352984,0.400519,0.032315,0,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019"
Goa,2019-20,Dec-2019,93.773553,134.741871,132.659812,2.200015,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019"
Karnataka,2019-20,Dec-2019,1688.891763,2220.838755,2239.28669,736.766736,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019"
Maharashtra,2019-20,Dec-2019,4768.782174,5738.440802,5106.854721,915.44408,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019"
Dadra and Nagar Haveli,2019-20,Dec-2019,17.581116,22.471601,114.260726,0.041872,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019"
Daman and Diu,2019-20,Dec-2019,9.400431,14.307301,70.06198,0.016284,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019"
Gujarat,2019-20,Dec-2019,1831.506197,2335.850678,2047.126523,406.958188,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019"
Madhya Pradesh,2019-20,Dec-2019,552.409596,742.402075,629.950352,509.439914,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019"
Chattisgarh,2019-20,Dec-2019,385.571529,472.003254,784.301589,494.249806,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019"
Jharkhand,2019-20,Dec-2019,342.409007,470.343055,684.361449,445.738074,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019"
West Bengal,2019-20,Dec-2019,1091.770972,1473.381031,869.740876,313.354776,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019"
Assam,2019-20,Dec-2019,296.422852,386.542737,267.324801,40.4024,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019"
Meghalaya,2019-20,Dec-2019,18.190126,27.03911,77.669244,0.075537,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019"
Tripura,2019-20,Dec-2019,21.563176,31.548129,5.976342,0.150702,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019"
Mizoram,2019-20,Dec-2019,6.532553,11.219403,3.119302,0.048447,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019"
Manipur,2019-20,Dec-2019,16.273242,25.851573,2.282791,0.010606,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019"
Nagaland,2019-20,Dec-2019,9.921051,15.492454,4.333133,1.409831,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019"
Arunachal Pradesh,2019-20,Dec-2019,22.706717,29.534789,5.780734,0.195968,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019"
Sikkim,2019-20,Dec-2019,10.695854,15.370241,187.720358,0.117676,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019"
Bihar,2019-20,Dec-2019,266.056537,476.793888,121.278404,151.496413,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019"
Uttar Pradesh,2019-20,Dec-2019,1223.635369,1809.326885,1319.960853,1136.545864,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019"
Rajasthan,2019-20,Dec-2019,768.001117,1049.6413,781.847521,113.800793,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019"
Delhi,2019-20,Dec-2019,800.070771,1030.190385,1780.313778,86.947334,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019"
Haryana,2019-20,Dec-2019,814.053095,1205.869126,3045.717262,299.261521,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019"
Uttarakhand,2019-20,Dec-2019,230.014306,330.145812,638.86129,14.093847,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019"
Chandigarh,2019-20,Dec-2019,33.737127,47.187719,86.508531,0.51535,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019"
Himachal Pradesh,2019-20,Dec-2019,109.526878,168.122759,420.501544,0.805512,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019"
Punjab,2019-20,Dec-2019,309.734169,512.237331,455.181686,13.077107,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019"
Jammu and Kashmir,2019-20,Dec-2019,109.244359,198.767294,99.501675,1.63635,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019"
Telangana,2020-21,Dec-2020,869.789177,1154.4627982,1032.4867227,486.4954502,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
Nagaland,2020-21,Dec-2020,15.6194627,17.7433763,4.5233209,0.3391792,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
Andaman and Nicobar Island,2020-21,Dec-2020,6.9804103,10.6130945,4.2916811,0.0244734,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
Puducherry,2020-21,Dec-2020,19.4540613,30.1740097,109.1314618,0.2256717,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
Tamil Nadu,2020-21,Dec-2020,1814.8838798,2427.4099832,2148.9700667,513.5981844,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
Kerala,2020-21,Dec-2020,585.0194441,847.8086559,339.7190697,3.8004291,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
Lakshadweep,2020-21,Dec-2020,0.1881118,0.2504537,0.0878303,3.33e-05,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
Goa,2020-21,Dec-2020,80.284358,114.3282018,145.0379262,2.0481471,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
Karnataka,2020-21,Dec-2020,1752.6885771,2274.8176698,2785.1912827,646.4191185,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
Maharashtra,2020-21,Dec-2020,5098.3597849,5916.5308951,5760.8984284,923.0567718,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
Dadra and Nagar Haveli,2020-21,Dec-2020,35.2594515,45.8499064,177.5837269,0.0832452,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
Daman and Diu,2020-21,Dec-2020,0.968847,0.9902117,1.9924425,0.0064817,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
Gujarat,2020-21,Dec-2020,1997.5507075,2464.5299731,2491.7077269,514.7787553,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
Madhya Pradesh,2020-21,Dec-2020,628.4044783,823.3101557,651.4003744,511.1490192,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
Chattisgarh,2020-21,Dec-2020,466.6588195,551.6243837,795.4183102,535.6935064,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
Odisha,2020-21,Dec-2020,589.4070668,765.2544781,965.7497954,539.7813201,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
Jharkhand,2020-21,Dec-2020,350.6197718,492.9584496,871.0867796,435.4327989,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
West Bengal,2020-21,Dec-2020,1221.6508478,1555.1267949,1042.9231823,294.500921,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
Assam,2020-21,Dec-2020,286.8918188,393.9395537,271.4277621,31.5388516,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
Meghalaya,2020-21,Dec-2020,19.310947,27.7872451,58.4467621,0.3252016,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
Tripura,2020-21,Dec-2020,27.6773961,39.9748028,6.4785366,0.1522025,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
Mizoram,2020-21,Dec-2020,7.6138554,11.5454821,6.2153028,0.0099568,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
Manipur,2020-21,Dec-2020,15.0874265,20.2870842,5.183153,0.1262955,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
Arunachal Pradesh,2020-21,Dec-2020,16.6827731,23.6690586,5.1735221,0.0376978,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
Sikkim,2020-21,Dec-2020,13.0610042,18.7810134,193.177397,0.1138233,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
Bihar,2020-21,Dec-2020,280.5515632,484.7016451,129.796736,172.1644987,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
Uttar Pradesh,2020-21,Dec-2020,1342.8543209,1997.6347856,1536.35857,1058.7811772,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
Rajasthan,2020-21,Dec-2020,790.7040438,1095.7622785,1078.6627793,170.0035744,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
Delhi,2020-21,Dec-2020,700.9709282,876.3769189,1784.5584694,88.8275738,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
Punjab,2020-21,Dec-2020,341.8671153,531.6790981,469.6491035,9.5454228,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
Himachal Pradesh,2020-21,Dec-2020,114.4487452,165.696191,389.0297902,0.5989693,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
Jammu and Kashmir,2020-21,Dec-2020,79.3755547,132.4106323,104.7164873,1.9310795,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
Haryana,2020-21,Dec-2020,938.7385568,1280.7888765,3101.350293,425.6967286,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
Uttarakhand,2020-21,Dec-2020,209.0521178,337.5139275,689.8931856,9.0743959,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
Chandigarh,2020-21,Dec-2020,29.4633777,40.6932303,87.6091916,0.582135,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
Andhra Pradesh,2020-21,Dec-2020,606.9583137,817.2225452,925.1048894,231.3611411,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
Ladakh,2020-21,Dec-2020,2.5264146,3.8367779,1.7139352,0.0173981,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020"
Delhi,2021-22,Dec-2021,741.01,924.64,2002.74,85.4,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
Andhra Pradesh,2021-22,Dec-2021,602,805.07,937.39,187.94,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
Dadra and Nagar Haveli,2021-22,Dec-2021,30.63,40.25,159.63,1.36,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
Goa,2021-22,Dec-2021,103.64,143.73,342.52,1.91,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
Maharashtra,2021-22,Dec-2021,5516.25,6469.5,6259.66,1346.13,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
Sikkim,2021-22,Dec-2021,23.6,21.67,203.63,0.05,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
Lakshadweep,2021-22,Dec-2021,0.69,0.66,0.08,0,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
Madhya Pradesh,2021-22,Dec-2021,592.69,748.86,644.47,546.86,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
Kerala,2021-22,Dec-2021,643.12,870.43,376.12,5.7,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
Tamil Nadu,2021-22,Dec-2021,1712.3,2229.32,2083.51,610.2,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
Gujarat,2021-22,Dec-2021,2144.51,2551.92,2165.31,474.18,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
Puducherry,2021-22,Dec-2021,18.9,30.24,97.19,0.64,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
Ladakh,2021-22,Dec-2021,5.81,7.32,2.03,0.07,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
Daman and Diu,2021-22,Dec-2021,0.08,0.09,1.4,0,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
West Bengal,2021-22,Dec-2021,1149.87,1459.64,820.71,276.37,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
Assam,2021-22,Dec-2021,289.08,377.66,315.23,32.66,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
Uttarakhand,2021-22,Dec-2021,211.9,317.91,539.13,7.57,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
Meghalaya,2021-22,Dec-2021,21.86,27.12,99.16,0.49,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
Tripura,2021-22,Dec-2021,26.45,32.81,8.31,0.09,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
Haryana,2021-22,Dec-2021,946.75,1298.19,3201.61,426.65,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
Mizoram,2021-22,Dec-2021,7.42,10.24,1.91,0.03,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
Manipur,2021-22,Dec-2021,17.84,25.02,4.7,0.3,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
Punjab,2021-22,Dec-2021,381.23,563.43,616.46,11.4,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
Nagaland,2021-22,Dec-2021,11.39,14.87,5.57,1.87,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
Arunachal Pradesh,2021-22,Dec-2021,17.72,25.16,9.74,0.11,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
Chandigarh,2021-22,Dec-2021,32.09,47.47,83.8,0.7,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
Bihar,2021-22,Dec-2021,258.35,441.66,113.76,149.17,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
Uttar Pradesh,2021-22,Dec-2021,1323.86,1892.58,1704.26,1108.03,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
Odisha,2021-22,Dec-2021,973.79,1118.65,1267.63,720.07,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
Himachal Pradesh,2021-22,Dec-2021,138.91,192.97,328.79,1.51,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
Chattisgarh,2021-22,Dec-2021,484.46,571.31,929,596.85,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
Jharkhand,2021-22,Dec-2021,391.03,494.71,877.75,442.74,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
Andaman and Nicobar Island,2021-22,Dec-2021,10.22,12.93,2.7,0.02,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
Rajasthan,2021-22,Dec-2021,812.64,1072.85,987.82,184.2,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
Jammu and Kashmir,2021-22,Dec-2021,95.92,143.84,78.84,1.4,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
Karnataka,2021-22,Dec-2021,1895.64,2409.75,3029.08,1000.41,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
Telangana,2021-22,Dec-2021,935.93,1252.41,1019.71,552.16,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021"
Jammu and Kashmir,2017-18,Feb-2018,71.5804401,124.990154,71.1297637,1.5856329,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
Himachal Pradesh,2017-18,Feb-2018,70.6482731,106.8125354,382.8068805,1.4564699,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
Punjab,2017-18,Feb-2018,241.1152765,386.2489357,428.5482741,7.6707441,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
Chandigarh,2017-18,Feb-2018,28.0808927,40.655938,71.9460277,0.4245597,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
Uttar Pradesh,2017-18,Feb-2018,852.2095177,1357.4439995,1267.8385891,1129.1478175,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
Rajasthan,2017-18,Feb-2018,565.2292556,763.7220649,835.501315,142.929192,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
Delhi,2017-18,Feb-2018,703.3390734,930.1228543,1402.3767288,85.140511,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
Haryana,2017-18,Feb-2018,602.170508,942.4704625,2471.3869644,340.464588,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
Uttarakhand,2017-18,Feb-2018,140.6947739,274.4549441,730.5684629,20.673688,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
Andhra Pradesh,2017-18,Feb-2018,415.8881947,581.4440134,742.8999224,18.2470722,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
Telangana,2017-18,Feb-2018,572.3147937,794.5896194,748.069603,526.4695344,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
Andaman and Nicobar Island,2017-18,Feb-2018,8.2536976,11.0679782,0.8985719,0.0242651,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
Puducherry,2017-18,Feb-2018,17.9343673,28.2239381,92.1709432,0.6008145,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
Tamil Nadu,2017-18,Feb-2018,1250.031354,1900.9721881,1649.8728514,562.2504096,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
Kerala,2017-18,Feb-2018,388.948451,621.1601689,191.1537968,5.5982098,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
Lakshadweep,2017-18,Feb-2018,0.5716052,0.5883919,0.1282763,0,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
Goa,2017-18,Feb-2018,93.2883261,127.2235938,134.4301202,2.3135848,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
Karnataka,2017-18,Feb-2018,1252.8567853,1713.9912425,2063.6270891,988.0113489,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
Maharashtra,2017-18,Feb-2018,3265.8226646,4296.968185,3849.3494149,1036.7856965,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
Dadra and Nagar Haveli,2017-18,Feb-2018,12.448756,18.6621324,105.9744826,0.1419253,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
Daman and Diu,2017-18,Feb-2018,6.7694571,10.5206472,79.3511796,0.0392576,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
Gujarat,2017-18,Feb-2018,1590.5979926,2030.5774038,1808.7787515,392.7751702,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
Madhya Pradesh,2017-18,Feb-2018,424.0610411,578.003129,560.6279733,397.5701709,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
Chattisgarh,2017-18,Feb-2018,307.6109732,389.1395795,546.639261,290.2435286,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
Odisha,2017-18,Feb-2018,356.5927546,486.4270778,517.4344492,621.7917644,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
Jharkhand,2017-18,Feb-2018,260.0567514,341.2659129,795.1561464,360.6973128,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
West Bengal,2017-18,Feb-2018,923.9048906,1183.2225497,711.3462722,355.0326973,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
Assam,2017-18,Feb-2018,132.7155957,203.3280702,164.072016,27.9379064,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
Meghalaya,2017-18,Feb-2018,12.6585617,18.4106441,74.7177129,9.4541786,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
Tripura,2017-18,Feb-2018,11.2111949,19.1567208,3.8357996,0.1291294,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
Mizoram,2017-18,Feb-2018,2.1824171,4.7218099,1.138393,0.1717795,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
Manipur,2017-18,Feb-2018,3.7071806,7.5930814,1.2267406,0.3185785,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
Nagaland,2017-18,Feb-2018,3.6686614,4.9243026,3.2912574,0.2818946,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
Arunachal Pradesh,2017-18,Feb-2018,3.9785113,6.5869015,2.4862071,0.4010743,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
Sikkim,2017-18,Feb-2018,5.5035165,8.5800803,108.6441585,0.0175176,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
Bihar,2017-18,Feb-2018,145.5940088,270.1907598,127.6229534,223.3886703,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018"
Jammu and Kashmir,2018-19,Feb-2019,97.0378283,139.2520117,67.294005,1.9509817,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
Himachal Pradesh,2018-19,Feb-2019,89.3242693,131.2118478,388.59193,0.8724307,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
Andhra Pradesh,2018-19,Feb-2019,536.8769151,740.2843434,795.6617481,15.5574643,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
Telangana,2018-19,Feb-2019,787.0364429,1041.1345829,934.4839282,699.0888905,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
Andaman and Nicobar Island,2018-19,Feb-2019,9.2855338,13.2672764,2.0618007,0.1504332,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
Puducherry,2018-19,Feb-2019,19.4013048,32.4913183,123.2724494,0.1591089,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
Tamil Nadu,2018-19,Feb-2019,1510.0576888,2116.0612817,1797.3575808,551.0544249,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
Kerala,2018-19,Feb-2019,447.0725032,717.8367514,244.5773169,6.5871938,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
Lakshadweep,2018-19,Feb-2019,0.9188356,1.7178239,0.0541156,0,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
Goa,2018-19,Feb-2019,90.5766384,140.5421289,167.1558464,2.5142462,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
Karnataka,2018-19,Feb-2019,1513.0968474,2058.444572,2133.294635,748.6442133,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
Maharashtra,2018-19,Feb-2019,3763.4059124,4752.3906969,4514.9316191,1064.1018824,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
Dadra and Nagar Haveli,2018-19,Feb-2019,17.88798,23.9834922,96.9930955,0.0537881,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
Daman and Diu,2018-19,Feb-2019,9.4836981,13.4361189,69.2259111,0.0207348,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
Gujarat,2018-19,Feb-2019,1730.1673762,2257.1560295,2108.5235226,412.908285,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
Madhya Pradesh,2018-19,Feb-2019,541.8936937,734.5909977,588.15433,426.8081112,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019"
